sample	DRR446252	DRR446260	DRR446277	DRR446278	DRR446279	DRR446280	DRR446284	ERR11531054	ERR11531108	ERR11531112	ERR11531170	ERR11531176	ERR11531195	ERR11531200	ERR11531201	ERR11531203	ERR11531204	ERR11531219	ERR11531244	ERR11531245	ERR11531248	ERR11531249	ERR11531326	ERR11531340	ERR11531347	ERR11531393	ERR11531429	ERR11531460	ERR11531461	ERR11531465	ERR11531471	ERR11531473	ERR11531495	ERR11531497	ERR11531516	ERR11531554	ERR11531582	ERR13765590	ERR13765609	ERR13765626	ERR13765629	ERR13765637	ERR15563860	ERR16046165	ERR16046184	ERR16046185	ERR16046223	ERR16046246	ERR16046342	ERR16046348	ERR16046364	ERR16046374	ERR16046383	ERR16046402	ERR16046432	ERR2713035	ERR2713039	ERR2713040	ERR2713043	ERR2713062	ERR2713082	ERR2713083	ERR2713095	ERR2713104	ERR2789853	ERR4436576	SRR1981646	SRR23378191	SRR23378198	SRR23378202	SRR23378204	SRR23378207	SRR23378211	SRR23378212	SRR23378214	SRR23378215	SRR23378217	SRR23378218	SRR23378219	SRR23378222	SRR23378224	SRR23378226	SRR23378229	SRR23378239	SRR23378240	SRR23378241	SRR23378243	SRR27099150	SRR27099166	SRR33302441	SRR33418247	SRR33468265	SRR33592340	SRR33609566	SRR33657924	SRR33674433	SRR34997162	SRR34997164	SRR34997165	SRR34997166
ERR16046165	0.011984	0.0120298	0.011984	0.0108702	0.0138485	0.0118927	0.0106116	0.00719593	0.00766986	0.00508714	0.0102718	0.00884936	0.00857671	0.004991	0.00853806	0.00544411	0.00515153	0.00819369	0.00550978	0.00900687	0.00518381	0.00800497	0.00796745	0.00857671	0.00584167	0.0556462	0.00865422	0.00617965	0.00861543	0.00604372	0.00550978	0.00621379	0.00846101	0.006248	0.010314	0.00580821	0.00631659	0.011621	0.011621	0.011621	0.0116661	0.011621	0.0115313	0	0.00115999	0.00154832	0.0106545	0.00411762	0.0100623	0.00265838	0.00492718	0.00366686	0.00402654	0.0042398	0.00952763	0.00128842	0.00515153	0.00550978	0.00842259	0.00834599	0.00136596	0.00157453	0.00224371	0.00162709	0.00652391	0.00167981	0.0489202	0.00508714	0.00531349	0.00723198	0.0090861	0.00881017	0.00567497	0.0083078	0.0102718	0.00977265	0.00755945	0.0106116	0.00544411	0.00853806	0.00557568	0.00842259	0.00502299	0.00518381	0.00789262	0.00521614	0.0081558	0.00708822	0.00705245	0.0107405	0.00956826	0.00873204	0.0100623	0.0105688	0.0084995	0.00744966	0.0084995	0.00940624	0.00881017	0.00748619
ERR16046184	0.0123068	0.0121217	0.0123533	0.0110007	0.0139486	0.0124467	0.0110444	0.00755945	0.00800497	0.00560872	0.0107836	0.00940624	0.00916565	0.00584167	0.00924552	0.00550978	0.00574147	0.00888862	0.00621379	0.00952763	0.00570819	0.00873204	0.00865422	0.00920555	0.00641996	0.0558655	0.00920555	0.00687462	0.00932572	0.00676872	0.00628226	0.00666341	0.00896738	0.00691005	0.0106974	0.00635099	0.00687462	0.0117112	0.0117112	0.0117112	0.0117112	0.0117112	0.0118927	0.00115999	0	0.00178577	0.0110444	0.00483188	0.0106974	0.0026025	0.00560872	0.00378594	0.00476862	0.004991	0.00993767	0.00115999	0.00528099	0.00600989	0.00916565	0.00912584	0.00123693	0.00154832	0.00263042	0.00154832	0.00669844	0.00144387	0.0487413	0.00580821	0.00574147	0.00781808	0.00948708	0.00928558	0.00617965	0.00873204	0.0107836	0.0103986	0.00811798	0.0113529	0.00580821	0.00904645	0.00621379	0.00884936	0.00567497	0.00577481	0.0084995	0.00580821	0.00873204	0.00734051	0.00737682	0.0113086	0.0097316	0.00916565	0.0105261	0.0111321	0.00877107	0.00804257	0.00916565	0.00985499	0.00900687	0.00811798
ERR16046185	0.0113529	0.0114419	0.0112201	0.00997914	0.0133059	0.0114419	0.0097316	0.00766986	0.00708822	0.00635099	0.00969064	0.00952763	0.00770681	0.00590877	0.00766986	0.00631659	0.00631659	0.00752278	0.00604372	0.00808024	0.00645455	0.00857671	0.00842259	0.00770681	0.00587519	0.0547827	0.00781808	0.00564181	0.00770681	0.00560872	0.00638544	0.00607761	0.00744966	0.00567497	0.00932572	0.00584167	0.006248	0.0107836	0.0107836	0.0107836	0.0108702	0.0107836	0.0107405	0.00154832	0.00178577	0	0.00997914	0.00414809	0.0112643	0.00157453	0.00420918	0.00402654	0.00402654	0.00417861	0.00853806	0.000855821	0.00550978	0.00694555	0.00928558	0.00928558	0.000931334	0.00105797	0.00205363	0.0011089	0.00638544	0.000730741	0.0482105	0.00621379	0.00515153	0.00846101	0.0090861	0.0101878	0.00680395	0.00960897	0.00964976	0.0103562	0.00884936	0.0113974	0.00541137	0.00969064	0.00621379	0.00834599	0.00621379	0.00617965	0.00916565	0.00621379	0.00944662	0.00726808	0.00723198	0.00993767	0.00952763	0.0084995	0.0102298	0.0107836	0.00793	0.00680395	0.0084995	0.00888862	0.00861543	0.00900687
ERR16046223	0.0106116	0.0109571	0.00948708	0.00888862	0.0123533	0.0104835	0.0083078	0.00964976	0.00912584	0.0113086	0.0081558	0.00537869	0.00789262	0.0108702	0.00793	0.0111761	0.0109136	0.00960897	0.0100207	0.00811798	0.0110444	0.00853806	0.0084995	0.00789262	0.00977265	0.0515304	0.00800497	0.00944662	0.00796745	0.00952763	0.0103562	0.00826969	0.00896738	0.00960897	0.00614558	0.00993767	0.0083078	0.00904645	0.00904645	0.00904645	0.0090861	0.00904645	0.00904645	0.0106545	0.0110444	0.00997914	0	0.00989629	0.00800497	0.0100623	0.00940624	0.0106116	0.00981378	0.00981378	0.00888862	0.010441	0.0114419	0.0101878	0.00811798	0.00808024	0.0102298	0.0101878	0.0097316	0.0102298	0.00981378	0.0101041	0.0509537	0.00920555	0.00838426	0.0108702	0.0113086	0.0120757	0.00928558	0.0117564	0.00997914	0.0110007	0.0108269	0.00865422	0.00793	0.0115761	0.00861543	0.0104835	0.00861543	0.00877107	0.0111761	0.00873204	0.0117112	0.0107405	0.0107836	0.00785531	0.00960897	0.011621	0.00669844	0.00673355	0.00924552	0.00865422	0.0114419	0.00896738	0.011621	0.00952763
ERR16046246	0.0107405	0.0108702	0.00912584	0.00892796	0.0125875	0.0108702	0.00888862	0.00759618	0.00683925	0.00521614	0.00869309	0.0100207	0.00763299	0.00531349	0.00759618	0.00495906	0.00508714	0.00669844	0.00557568	0.00793	0.00524853	0.00846101	0.00842259	0.00763299	0.00390583	0.0545702	0.00796745	0.004991	0.00763299	0.00508714	0.00564181	0.00550978	0.00673355	0.00492718	0.00877107	0.00387578	0.00574147	0.00920555	0.00920555	0.00920555	0.0090861	0.00920555	0.00881017	0.00411762	0.00483188	0.00414809	0.00989629	0	0.0110007	0.00405685	0.0024636	0.00694555	0.000239895	0.00028831	0.00726808	0.00396608	0.00645455	0.00766986	0.00715996	0.00712406	0.00390583	0.00390583	0.00340187	0.00396608	0.00712406	0.00439372	0.0483865	0.00547692	0.00470559	0.00770681	0.00834599	0.00952763	0.006248	0.00881017	0.00948708	0.0104835	0.00770681	0.0107836	0.00458019	0.00892796	0.00567497	0.00641996	0.00521614	0.00534606	0.00770681	0.00531349	0.00865422	0.00730426	0.00726808	0.0081558	0.00793	0.00800497	0.00964976	0.0102298	0.00705245	0.00701675	0.00781808	0.00796745	0.00819369	0.0084995
ERR16046342	0.011984	0.0122141	0.0130157	0.0118927	0.014871	0.0118927	0.0109571	0.00869309	0.0090861	0.0120298	0.0118017	0.00823165	0.00916565	0.0113086	0.00916565	0.0118017	0.0117112	0.0118927	0.0109571	0.00948708	0.0115313	0.0084995	0.00853806	0.00916565	0.0121679	0.0545702	0.00924552	0.0118017	0.00920555	0.0121679	0.0110007	0.010314	0.0101878	0.0119383	0.0108702	0.0121217	0.0108269	0.0125405	0.0125405	0.0125405	0.0125875	0.0125405	0.0125405	0.0100623	0.0106974	0.0112643	0.00800497	0.0110007	0	0.0111321	0.0106116	0.00969064	0.0109136	0.0108269	0.0117564	0.0115761	0.0103562	0.00916565	0.00789262	0.00781808	0.0114419	0.011621	0.0110444	0.011621	0.0101041	0.0112643	0.054149	0.00928558	0.00985499	0.0113529	0.00997914	0.00985499	0.00969064	0.00940624	0.0102298	0.00960897	0.0110444	0.0105688	0.00969064	0.00960897	0.00869309	0.0120298	0.00861543	0.00888862	0.00884936	0.00884936	0.00936594	0.0122604	0.0123068	0.0114865	0.0118927	0.0130638	0.0100623	0.0106974	0.0114865	0.0113086	0.0129198	0.0106974	0.013112	0.0109136
ERR16046348	0.0108702	0.0106974	0.0110882	0.0100207	0.0130157	0.0108702	0.00956826	0.00857671	0.00781808	0.00662843	0.0097316	0.00969064	0.00785531	0.00631659	0.00785531	0.00655869	0.00666341	0.00759618	0.00635099	0.00819369	0.00683925	0.00865422	0.00857671	0.00785531	0.00604372	0.0547827	0.00796745	0.00597612	0.00789262	0.00577481	0.00655869	0.00645455	0.00755945	0.00607761	0.0090861	0.00604372	0.00673355	0.0104835	0.0104835	0.0104835	0.0104835	0.0104835	0.010314	0.00265838	0.0026025	0.00157453	0.0100623	0.00405685	0.0111321	0	0.00405685	0.00393593	0.00402654	0.00411762	0.00853806	0.00162709	0.00508714	0.00683925	0.00924552	0.00920555	0.00165343	0.00165343	0.0031121	0.00165343	0.00617965	0.00144387	0.0487413	0.00666341	0.00564181	0.00881017	0.00896738	0.00997914	0.00726808	0.00944662	0.0097316	0.0104835	0.0090861	0.0113529	0.00577481	0.00956826	0.00641996	0.00869309	0.00652391	0.00662843	0.00892796	0.00662843	0.00932572	0.00789262	0.00793	0.0101878	0.00920555	0.00904645	0.0105261	0.0110444	0.00808024	0.00734051	0.0090861	0.00853806	0.00892796	0.00861543
ERR16046364	0.0105688	0.0106974	0.00884936	0.00873204	0.0125405	0.0107405	0.0084995	0.00759618	0.00680395	0.00600989	0.0090861	0.00969064	0.00793	0.00547692	0.00789262	0.00604372	0.00564181	0.00614558	0.00547692	0.00826969	0.00577481	0.00869309	0.00865422	0.00793	0.00448671	0.0547827	0.00823165	0.004991	0.00789262	0.00511931	0.00577481	0.00669844	0.00719593	0.00508714	0.00912584	0.00458019	0.00705245	0.00904645	0.00904645	0.00904645	0.00912584	0.00904645	0.00884936	0.00492718	0.00560872	0.00420918	0.00940624	0.0024636	0.0106116	0.00405685	0	0.00638544	0.00243596	0.0024636	0.00741321	0.00476862	0.00550978	0.00726808	0.00730426	0.00726808	0.00486359	0.00467416	0.00467416	0.00486359	0.00694555	0.00467416	0.0478612	0.00662843	0.00557568	0.00892796	0.00936594	0.0106974	0.00734051	0.0101041	0.00944662	0.010441	0.00881017	0.0112201	0.00567497	0.00997914	0.00638544	0.00755945	0.00614558	0.00635099	0.00912584	0.00631659	0.00969064	0.00781808	0.00778092	0.00796745	0.00778092	0.00785531	0.00993767	0.0105261	0.00617965	0.00587519	0.00766986	0.00759618	0.00804257	0.00789262
ERR16046374	0.011984	0.0118927	0.0123533	0.0109136	0.0140996	0.011984	0.0107405	0.0081558	0.0084995	0.00759618	0.0108269	0.00896738	0.00865422	0.00730426	0.00869309	0.00770681	0.00770681	0.00861543	0.00770681	0.0090861	0.00755945	0.00811798	0.00808024	0.00865422	0.00861543	0.0574401	0.00869309	0.00811798	0.00873204	0.00796745	0.00734051	0.00804257	0.00842259	0.0083078	0.0101459	0.00853806	0.00834599	0.0118471	0.0118471	0.0118471	0.0118471	0.0118471	0.011621	0.00366686	0.00378594	0.00402654	0.0106116	0.00694555	0.00969064	0.00393593	0.00638544	0	0.00687462	0.00701675	0.0102718	0.00378594	0.00641996	0.00734051	0.00834599	0.0083078	0.00387578	0.00405685	0.00547692	0.00405685	0.0081558	0.00366686	0.050014	0.00712406	0.00752278	0.00956826	0.0107836	0.0103986	0.00763299	0.00985499	0.0105261	0.00993767	0.00964976	0.0107405	0.00755945	0.0102298	0.00676872	0.0105688	0.00723198	0.00719593	0.00952763	0.00715996	0.00985499	0.00916565	0.00920555	0.0114419	0.0113086	0.0106545	0.0113974	0.0119383	0.00873204	0.00823165	0.0106974	0.0102718	0.0105261	0.00928558
ERR16046383	0.0105688	0.0106974	0.00916565	0.00896738	0.0125875	0.0106974	0.00877107	0.00755945	0.00680395	0.00521614	0.00869309	0.00989629	0.00759618	0.00528099	0.00759618	0.00495906	0.00515153	0.00666341	0.00560872	0.00793	0.00521614	0.00846101	0.00834599	0.00759618	0.00390583	0.0547827	0.00796745	0.00502299	0.00766986	0.00505504	0.00564181	0.00544411	0.00676872	0.00489536	0.00881017	0.00390583	0.00564181	0.00916565	0.00916565	0.00916565	0.00904645	0.00916565	0.00877107	0.00402654	0.00476862	0.00402654	0.00981378	0.000239895	0.0109136	0.00402654	0.00243596	0.00687462	0	0.00028831	0.00730426	0.00390583	0.00645455	0.00759618	0.00726808	0.00715996	0.00384578	0.00387578	0.00340187	0.00393593	0.00705245	0.00430121	0.0478612	0.00531349	0.00458019	0.00755945	0.00823165	0.00936594	0.00611156	0.00869309	0.00940624	0.010441	0.00755945	0.0107405	0.00448671	0.00877107	0.00564181	0.00638544	0.00515153	0.00528099	0.00759618	0.00524853	0.0084995	0.00715996	0.00712406	0.00819369	0.00796745	0.00796745	0.00948708	0.0100623	0.00705245	0.00691005	0.00774383	0.00796745	0.00823165	0.0084995
ERR16046402	0.0104835	0.0106116	0.00916565	0.00884936	0.0124467	0.0106974	0.00881017	0.00755945	0.00676872	0.00537869	0.00861543	0.00981378	0.00774383	0.00544411	0.00770681	0.00515153	0.00521614	0.00666341	0.00570819	0.00800497	0.00537869	0.00846101	0.00834599	0.00774383	0.00402654	0.0547827	0.00804257	0.00495906	0.00766986	0.00518381	0.00580821	0.0055427	0.00655869	0.00489536	0.00865422	0.00399629	0.00577481	0.00904645	0.00904645	0.00904645	0.00896738	0.00904645	0.00877107	0.0042398	0.004991	0.00417861	0.00981378	0.00028831	0.0108269	0.00411762	0.0024636	0.00701675	0.00028831	0	0.00719593	0.00411762	0.00666341	0.00766986	0.00719593	0.00719593	0.00405685	0.00393593	0.00354859	0.00405685	0.00715996	0.00451781	0.0480354	0.00544411	0.00461146	0.00770681	0.0083078	0.00944662	0.00617965	0.00881017	0.00944662	0.0104835	0.00770681	0.0106974	0.00458019	0.00888862	0.00584167	0.00655869	0.00524853	0.00541137	0.00770681	0.00537869	0.00857671	0.00730426	0.00730426	0.00808024	0.00785531	0.00804257	0.00940624	0.0100207	0.00701675	0.00691005	0.00785531	0.00793	0.00823165	0.00842259
ERR16046432	0.00985499	0.0100623	0.00896738	0.00676872	0.0122141	0.00989629	0.00701675	0.00857671	0.00770681	0.00865422	0.00715996	0.00892796	0.00705245	0.00811798	0.00705245	0.0084995	0.0081558	0.00655869	0.00759618	0.00741321	0.00838426	0.00793	0.00796745	0.00705245	0.00752278	0.054149	0.00734051	0.00691005	0.00701675	0.00741321	0.00796745	0.0081558	0.00774383	0.00676872	0.00655869	0.00759618	0.00842259	0.00694555	0.00694555	0.00694555	0.00701675	0.00694555	0.00715996	0.00952763	0.00993767	0.00853806	0.00888862	0.00726808	0.0117564	0.00853806	0.00741321	0.0102718	0.00730426	0.00719593	0	0.00920555	0.00912584	0.00997914	0.00804257	0.00796745	0.00924552	0.00896738	0.00884936	0.00924552	0.00956826	0.00896738	0.0485634	0.00920555	0.00789262	0.0108269	0.0102298	0.0113529	0.00892796	0.0109571	0.0112643	0.0121217	0.0101878	0.00892796	0.00759618	0.0108269	0.00789262	0.0090861	0.00823165	0.00853806	0.00969064	0.00853806	0.0106974	0.00985499	0.00989629	0.00694555	0.0084995	0.00969064	0.00964976	0.0101878	0.00763299	0.00778092	0.00940624	0.00808024	0.00960897	0.00892796
ERR2713035	0.0118927	0.0117112	0.0117564	0.0101878	0.0134036	0.0118927	0.0101878	0.00808024	0.00726808	0.00597612	0.0101041	0.0101878	0.00819369	0.006248	0.0081558	0.00584167	0.00600989	0.00800497	0.00645455	0.00857671	0.00614558	0.00904645	0.00900687	0.00819369	0.0055427	0.0549966	0.00823165	0.00594242	0.00826969	0.00587519	0.00680395	0.00587519	0.00785531	0.00597612	0.00997914	0.00547692	0.00614558	0.0110444	0.0110444	0.0110444	0.0110444	0.0110444	0.0109136	0.00128842	0.00115999	0.000855821	0.010441	0.00396608	0.0115761	0.00162709	0.00476862	0.00378594	0.00390583	0.00411762	0.00920555	0	0.0055427	0.00628226	0.0097316	0.00964976	0.000119496	0.000458924	0.00165343	0.000508006	0.00574147	0.000508006	0.0483865	0.00607761	0.00502299	0.00819369	0.00884936	0.00985499	0.00655869	0.00936594	0.0102718	0.0108702	0.00853806	0.0118017	0.00521614	0.00944662	0.00645455	0.00808024	0.00600989	0.00607761	0.00896738	0.00611156	0.00924552	0.00694555	0.00691005	0.0106116	0.00900687	0.00823165	0.00981378	0.0103562	0.00800497	0.00726808	0.00826969	0.00888862	0.00804257	0.00834599
ERR2713039	0.0120757	0.0120298	0.0118017	0.0107405	0.0128243	0.0122141	0.00956826	0.00811798	0.00857671	0.00614558	0.0109571	0.00912584	0.00936594	0.00635099	0.00928558	0.00676872	0.00638544	0.00763299	0.00638544	0.00977265	0.00597612	0.0081558	0.00892796	0.00936594	0.00744966	0.054149	0.00944662	0.0064892	0.00928558	0.00691005	0.00621379	0.00826969	0.00888862	0.00662843	0.0103562	0.00741321	0.0084995	0.0104835	0.0104835	0.0104835	0.0105261	0.0104835	0.0105688	0.00515153	0.00528099	0.00550978	0.0114419	0.00645455	0.0103562	0.00508714	0.00550978	0.00641996	0.00645455	0.00666341	0.00912584	0.0055427	0	0.00486359	0.00804257	0.00808024	0.00547692	0.00557568	0.00662843	0.0055427	0.00574147	0.00544411	0.0491	0.00726808	0.00744966	0.00932572	0.00881017	0.0084995	0.00774383	0.0081558	0.00993767	0.00964976	0.00964976	0.0118927	0.00766986	0.00811798	0.00719593	0.00960897	0.00698112	0.00726808	0.00808024	0.00723198	0.00804257	0.00804257	0.00800497	0.0106974	0.00932572	0.00896738	0.0114419	0.011984	0.00892796	0.00808024	0.00892796	0.00804257	0.00873204	0.00892796
ERR2713040	0.0117564	0.0118017	0.0128243	0.0104835	0.0136002	0.0117112	0.011621	0.00823165	0.00869309	0.00524853	0.0117112	0.00785531	0.0101878	0.00590877	0.0101459	0.00607761	0.00544411	0.00737682	0.00607761	0.0106116	0.00508714	0.00892796	0.00964976	0.0101878	0.0064892	0.054149	0.010314	0.00600989	0.0101878	0.00638544	0.00587519	0.00712406	0.00920555	0.00611156	0.00956826	0.00641996	0.00737682	0.0114419	0.0114419	0.0114419	0.0113974	0.0114419	0.0111761	0.00550978	0.00600989	0.00694555	0.0101878	0.00766986	0.00916565	0.00683925	0.00726808	0.00734051	0.00759618	0.00766986	0.00997914	0.00628226	0.00486359	0	0.0090861	0.00904645	0.00638544	0.00659353	0.00726808	0.00655869	0.00157453	0.00669844	0.0478612	0.00614558	0.00655869	0.00811798	0.00884936	0.00819369	0.00676872	0.00823165	0.00932572	0.00884936	0.00755945	0.0111761	0.00607761	0.00785531	0.00638544	0.00857671	0.00541137	0.00560872	0.00846101	0.00557568	0.0081558	0.00781808	0.00781808	0.0110007	0.0081558	0.00811798	0.00896738	0.00944662	0.00826969	0.00823165	0.00789262	0.00708822	0.00774383	0.00759618
ERR2713043	0.0103562	0.0107405	0.00944662	0.00838426	0.0131603	0.0104835	0.00748619	0.00737682	0.00785531	0.00748619	0.00881017	0.00694555	0.00534606	0.00645455	0.00528099	0.00694555	0.00687462	0.00719593	0.00698112	0.00564181	0.00683925	0.00470559	0.00476862	0.00534606	0.00723198	0.0543589	0.00557568	0.00666341	0.00531349	0.00730426	0.00638544	0.00865422	0.00607761	0.00680395	0.00956826	0.00715996	0.0090861	0.00892796	0.00892796	0.00892796	0.00892796	0.00892796	0.00881017	0.00842259	0.00916565	0.00928558	0.00811798	0.00715996	0.00789262	0.00924552	0.00730426	0.00834599	0.00726808	0.00719593	0.00804257	0.0097316	0.00804257	0.0090861	0	7.15897e-05	0.00956826	0.00952763	0.00912584	0.00960897	0.00993767	0.00956826	0.0531179	0.00811798	0.00873204	0.0102718	0.00884936	0.00884936	0.0083078	0.00808024	0.00912584	0.00857671	0.00989629	0.0090861	0.0084995	0.00826969	0.00766986	0.0102298	0.00752278	0.00781808	0.00770681	0.00778092	0.00796745	0.00985499	0.00981378	0.00796745	0.00904645	0.0110882	0.00981378	0.0103986	0.00804257	0.00826969	0.0109136	0.00865422	0.0111761	0.00846101
ERR2713062	0.010314	0.0106545	0.00940624	0.00842259	0.0131603	0.0103986	0.00744966	0.00737682	0.00781808	0.00748619	0.00881017	0.00691005	0.00531349	0.00645455	0.00524853	0.00698112	0.00680395	0.00712406	0.00698112	0.00560872	0.00687462	0.00467416	0.00473708	0.00531349	0.00715996	0.0543589	0.0055427	0.00662843	0.00528099	0.00730426	0.00641996	0.00865422	0.00600989	0.00676872	0.00956826	0.00715996	0.0090861	0.00881017	0.00881017	0.00881017	0.00884936	0.00881017	0.00873204	0.00834599	0.00912584	0.00928558	0.00808024	0.00712406	0.00781808	0.00920555	0.00726808	0.0083078	0.00715996	0.00719593	0.00796745	0.00964976	0.00808024	0.00904645	7.15897e-05	0	0.00952763	0.00948708	0.00912584	0.00964976	0.0100207	0.00952763	0.0531179	0.00808024	0.00877107	0.010314	0.00892796	0.00884936	0.0083078	0.0081558	0.00912584	0.00865422	0.00989629	0.0090861	0.00842259	0.00826969	0.00766986	0.0102298	0.00752278	0.00789262	0.00778092	0.00785531	0.00804257	0.00981378	0.00977265	0.00793	0.00896738	0.0111321	0.00977265	0.0103562	0.00796745	0.00819369	0.0109571	0.00865422	0.0112201	0.00846101
ERR2713082	0.0117564	0.0115761	0.0116661	0.0101041	0.0133547	0.0118471	0.0101041	0.00800497	0.00726808	0.00607761	0.0100207	0.0100623	0.00804257	0.00635099	0.00796745	0.00594242	0.00611156	0.00811798	0.00655869	0.00838426	0.006248	0.00888862	0.00884936	0.00804257	0.00564181	0.0552118	0.00811798	0.00604372	0.00808024	0.00597612	0.00691005	0.00590877	0.00774383	0.00607761	0.00993767	0.00557568	0.00617965	0.0109571	0.0109571	0.0109571	0.0109571	0.0109571	0.0108269	0.00136596	0.00123693	0.000931334	0.0102298	0.00390583	0.0114419	0.00165343	0.00486359	0.00387578	0.00384578	0.00405685	0.00924552	0.000119496	0.00547692	0.00638544	0.00956826	0.00952763	0	0.000385581	0.00173271	0.000434439	0.00567497	0.00058191	0.0489202	0.00611156	0.00505504	0.0083078	0.00877107	0.0097316	0.00662843	0.00932572	0.0101459	0.0107836	0.00865422	0.0117564	0.00528099	0.00940624	0.0064892	0.00819369	0.00604372	0.00614558	0.00888862	0.00614558	0.00916565	0.00705245	0.00701675	0.0105261	0.00888862	0.00834599	0.0097316	0.0102298	0.00811798	0.00737682	0.00838426	0.00884936	0.0081558	0.00826969
ERR2713083	0.0117112	0.0115313	0.0115313	0.0100207	0.0134525	0.0118017	0.0101459	0.00785531	0.00712406	0.00597612	0.00997914	0.00977265	0.0081558	0.006248	0.00819369	0.00587519	0.00597612	0.00766986	0.00641996	0.0084995	0.00617965	0.00904645	0.00892796	0.0081558	0.00544411	0.0545702	0.00819369	0.00577481	0.00823165	0.00584167	0.00669844	0.00611156	0.00748619	0.00587519	0.00964976	0.00544411	0.00635099	0.0108702	0.0108702	0.0108702	0.0109136	0.0108702	0.0109136	0.00157453	0.00154832	0.00105797	0.0101878	0.00390583	0.011621	0.00165343	0.00467416	0.00405685	0.00387578	0.00393593	0.00896738	0.000458924	0.00557568	0.00659353	0.00952763	0.00948708	0.000385581	0	0.00205363	0.00058191	0.00580821	0.000880953	0.0485634	0.00611156	0.00505504	0.00838426	0.00892796	0.00993767	0.00676872	0.00940624	0.0101878	0.0107836	0.00877107	0.0117112	0.00531349	0.00944662	0.0064892	0.0083078	0.00617965	0.006248	0.00904645	0.00628226	0.00932572	0.00723198	0.00726808	0.010314	0.00884936	0.0083078	0.0097316	0.0102718	0.0081558	0.00737682	0.00834599	0.00881017	0.0081558	0.00819369
ERR2713095	0.0110882	0.0111321	0.0110007	0.00964976	0.0129198	0.0111761	0.00940624	0.00726808	0.00662843	0.00655869	0.00932572	0.00997914	0.00823165	0.00676872	0.0081558	0.00641996	0.00659353	0.00877107	0.00631659	0.00861543	0.00666341	0.0090861	0.00904645	0.00823165	0.00537869	0.0547827	0.00846101	0.00669844	0.00826969	0.00666341	0.00748619	0.00534606	0.00823165	0.00669844	0.00904645	0.00528099	0.00567497	0.0105261	0.0105261	0.0105261	0.0105688	0.0105261	0.0105261	0.00224371	0.00263042	0.00205363	0.0097316	0.00340187	0.0110444	0.0031121	0.00467416	0.00547692	0.00340187	0.00354859	0.00884936	0.00165343	0.00662843	0.00726808	0.00912584	0.00912584	0.00173271	0.00205363	0	0.00210772	0.00676872	0.00213483	0.0483865	0.0055427	0.00436283	0.00770681	0.00800497	0.0090861	0.00597612	0.0084995	0.00952763	0.010314	0.00785531	0.0111761	0.00464278	0.00865422	0.00587519	0.00741321	0.00534606	0.00534606	0.00811798	0.00537869	0.00838426	0.00719593	0.00715996	0.00977265	0.00912584	0.00842259	0.00932572	0.00989629	0.0081558	0.00715996	0.00823165	0.00846101	0.0084995	0.0084995
ERR2713104	0.0120298	0.0118471	0.0117112	0.0102298	0.0134525	0.0119383	0.0102298	0.00819369	0.00737682	0.00628226	0.0101041	0.0100623	0.00819369	0.0064892	0.00811798	0.00614558	0.006248	0.00811798	0.00669844	0.00853806	0.0064892	0.00900687	0.00896738	0.00819369	0.00574147	0.0547827	0.00819369	0.00614558	0.0081558	0.00604372	0.00691005	0.00611156	0.00789262	0.006248	0.00985499	0.00574147	0.00635099	0.0109136	0.0109136	0.0109136	0.0109571	0.0109136	0.0107836	0.00162709	0.00154832	0.0011089	0.0102298	0.00396608	0.011621	0.00165343	0.00486359	0.00405685	0.00393593	0.00405685	0.00924552	0.000508006	0.0055427	0.00655869	0.00960897	0.00964976	0.000434439	0.00058191	0.00210772	0	0.00577481	0.000981871	0.0491	0.00628226	0.00524853	0.00842259	0.00884936	0.00989629	0.00683925	0.00932572	0.0102298	0.0107405	0.00881017	0.0118471	0.00534606	0.00936594	0.00662843	0.00834599	0.00617965	0.00617965	0.00888862	0.00621379	0.00912584	0.00734051	0.00730426	0.0103562	0.00904645	0.00846101	0.00989629	0.010441	0.00834599	0.00763299	0.0084995	0.00892796	0.00834599	0.00838426
ERR2789853	0.0111321	0.0111761	0.0123068	0.00977265	0.012872	0.0110444	0.0106974	0.00900687	0.00808024	0.00652391	0.0107405	0.00912584	0.00936594	0.00669844	0.00928558	0.00645455	0.00617965	0.00708822	0.00683925	0.00981378	0.00631659	0.0101878	0.0101878	0.00936594	0.00600989	0.0533217	0.00960897	0.00567497	0.00932572	0.00607761	0.00683925	0.0064892	0.00853806	0.00577481	0.00900687	0.00590877	0.00694555	0.0106545	0.0106545	0.0106545	0.0106974	0.0106545	0.0105688	0.00652391	0.00669844	0.00638544	0.00981378	0.00712406	0.0101041	0.00617965	0.00694555	0.0081558	0.00705245	0.00715996	0.00956826	0.00574147	0.00574147	0.00157453	0.00993767	0.0100207	0.00567497	0.00580821	0.00676872	0.00577481	0	0.00621379	0.0475157	0.00691005	0.00607761	0.00861543	0.00781808	0.00873204	0.00719593	0.0083078	0.00846101	0.00924552	0.00796745	0.0117564	0.00534606	0.00834599	0.00662843	0.00759618	0.00597612	0.00580821	0.00873204	0.00577481	0.00842259	0.00737682	0.00734051	0.0103562	0.00734051	0.00701675	0.0083078	0.00884936	0.00778092	0.00781808	0.00730426	0.00645455	0.00666341	0.0081558
