rank	feature_id	feature_type	gene_name	product	case_present	case_total	case_frequency	control_present	control_total	control_frequency	enriched_in	beta	odds_ratio	odds_ratio_ci95_lower	odds_ratio_ci95_upper	odds_ratio_ci95	pyseer_pvalue	q_value	priority_score	annotation_source	notes	display_name	display_label	display_product	interpretation_note	annotation_evidence	reference_locus_tag	reference_gene	reference_product	reference_location	reference_match_type	reference_identity	reference_coverage	annotation_confidence	annotation_note	cluster_member_ids
60	group_3755	gene_presence_absence	group_3755	Transposase;DNA polymerase III beta subunit	15	50	0.3000	0	50	0.0000	Cases	3.87	44.0986	2.55406	761.408	2.554-761.4	3.49e-06		13.9198	Panaroo/Bakta+GenBank		group_3755	group_3755 | HMPREF0351_RS10785 | none confidence	ABC transporter ATP-binding protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=13.22; coverage=0.51	HMPREF0351_RS10785		ABC transporter ATP-binding protein	complement(2210900..2211970)	nucleotide_similarity	13.22	0.51	none	matched_representative_sequence=group_3755	BCEGCL_02842;FIOBDN_02757;FNLDHP_02959;GCGADK_02775;JAJEAH_01990;JGBMCF_02009;JJIELG_02218;LJIIAA_02679;MMOFNP_01989;NBNIPB_02297;NCCLJD_01977;ODBCAF_02701;ODHHNB_02695;OIGEFE_02004;PDKMDO_02744
61	group_1150	gene_presence_absence	group_1150	hypothetical protein	5	50	0.1000	28	50	0.5600	Controls	-2.92	0.0954309	0.03362	0.270882	0.03362-0.2709	3.5e-08		13.8453	Panaroo/Bakta+GenBank		group_1150	group_1150 | HMPREF0351_RS07080 | none confidence	hypothetical protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=15.24; coverage=4.68	HMPREF0351_RS07080		hypothetical protein	complement(<1457531..1457818)	nucleotide_similarity	15.24	4.68	none	matched_representative_sequence=group_1150	27_refound_386_pseudo;AKJFEH_00289;BFAOAP_02202;BIDKHD_00548;BNFCCO_00963;BPDKHC_00346;CDPMCH_00637;CMNCGK_00496;DAGPJG_02246;DAGPJG_02914;DHOPGE_00596;DNAMMH_00793;DNHFDD_02310;EDPIJB_00545;EJLAKB_01772;FBIILI_00291;FOJCEI_00632;GJOFNM_02347;GJOFNM_02972;HBFAPG_00399;HKAALB_01061;IAFNHG_01904;IGDGNK_01449;IIIHAF_01362;IPIGJP_01929;JABKKB_00647;JFOMPD_01260;JJJGHN_00446;KAOGPO_00171;MECBCD_02003
62	group_3557	gene_presence_absence	group_3557	O-antigen ligase-related domain-containing protein;hypothetical protein	0	50	0.0000	13	50	0.2600	Controls	-4.27	0.0275028	0.00158426	0.477448	0.001584-0.4774	2.3e-06		13.8226	Panaroo/Bakta+GenBank		group_3557	group_3557 | HMPREF0351_RS00110 | none confidence	FUSC family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=33.25; coverage=0.85	HMPREF0351_RS00110		FUSC family protein	26419..27444	nucleotide_similarity	33.25	0.85	none	matched_representative_sequence=group_3557	AKJFEH_02640;BJIIEG_01966;BPDKHC_02494;CDPMCH_02075;CMNCGK_02009;EDPIJB_02001;FBIILI_01998;FOJCEI_02177;GBBODN_01840;HBFAPG_01955;JHCCBL_02541;JJJGHN_02037;MECBCD_01929
63	group_2519	gene_presence_absence	group_2519	Glycosyl transferase family 2	0	50	0.0000	13	50	0.2600	Controls	-4.27	0.0275028	0.00158426	0.477448	0.001584-0.4774	2.3e-06		13.8226	Panaroo/Bakta+GenBank		group_2519	group_2519 | HMPREF0351_RS01750 | none confidence	hypothetical protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=25.02; coverage=1.55	HMPREF0351_RS01750		hypothetical protein	353906..354130	nucleotide_similarity	25.02	1.55	none	matched_representative_sequence=group_2519	AKJFEH_02603;BJIIEG_01970;BPDKHC_02575;CDPMCH_02071;CMNCGK_02013;EDPIJB_02005;FBIILI_02002;FOJCEI_02181;GBBODN_02615;HBFAPG_01959;JHCCBL_02517;JJJGHN_02033;MECBCD_01925
64	group_2499	gene_presence_absence	rimI	Glycosyl transferase	0	50	0.0000	13	50	0.2600	Controls	-4.27	0.0275028	0.00158426	0.477448	0.001584-0.4774	2.3e-06		13.8226	Panaroo/Bakta+GenBank		rimI	group_2499 | HMPREF0351_RS08145 | none confidence	ribosomal protein S18-alanineN-acetyltransferase	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=21.11; coverage=1.64	HMPREF0351_RS08145	rimI	ribosomal protein S18-alanineN-acetyltransferase	complement(1677148..1677612)	nucleotide_similarity	21.11	1.64	none	matched_representative_sequence=group_2499	26_refound_366_pseudo;AKJFEH_02602;BJIIEG_01969;CDPMCH_02072;CMNCGK_02012;EDPIJB_02004;FBIILI_02001;FOJCEI_02180;GBBODN_02616;HBFAPG_01958;JHCCBL_02516;JJJGHN_02034;MECBCD_01926
65	vanYA	gene_presence_absence	vanY-A	D-Ala-D-Ala carboxypeptidase VanY-A	28	50	0.5600	4	50	0.0800	Cases	2.73	13.0889	4.29472	39.8906	4.295-39.89	9.15e-08		13.7488	Panaroo/Bakta+GenBank		vanY-A	vanYA | HMPREF0351_RS00070 | none confidence	DegV family protein	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=37.05; coverage=0.99	HMPREF0351_RS00070		DegV family protein	17182..18045	nucleotide_similarity	37.05	0.99	none	matched_representative_sequence=vanYA	BBAPLL_02878;DAGPJG_02754;DPGNPC_03024;EAHGHC_02514;EBMNDJ_02626;EMDJIL_02475;FAEPFC_03007;FIOBDN_02838;FNLDHP_02910;GBBODN_02594;GCGADK_02814;GJOFNM_02703;HOGLGD_02596;JAJEAH_01983;JGBMCF_02002;JHCCBL_02629;JJIELG_02225;KFIHCG_02583;LJIIAA_03088;LKPDJB_02399;LNBAGD_02788;MHHDHD_02727;MMOFNP_01982;NBNIPB_02290;NCCLJD_01984;NJLMCP_02694;ODBCAF_02630;ODHHNB_02744;OIGEFE_01997;OOIKMG_02605
66	group_2963	gene_presence_absence	truA	tRNA pseudouridine synthase A	36	50	0.7200	50	50	1.0000	Controls	-3.72	0.0249232	0.00143991	0.431393	0.00144-0.4314	1.01e-05		13.3220	Panaroo/Bakta+GenBank		truA	group_2963 | HMPREF0351_RS01490 | none confidence	tRNA pseudouridine(38-40) synthase TruA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=95.49; coverage=9.41	HMPREF0351_RS01490	truA	tRNA pseudouridine(38-40) synthase TruA	300227..300967	nucleotide_similarity	95.49	9.41	none	matched_representative_sequence=group_2963	AAEDFP_02198;AKJFEH_02321;BFAOAP_02793;BIDKHD_01648;BJIIEG_02383;BJKGBB_02289;BNFCCO_01195;BODMBB_02481;BOPMCK_01796;BPDKHC_02237;CDPMCH_02393;CHGPCO_02202;CMDIKE_01961;CMNCGK_02329;COMFNP_00656;DAGLGK_00181;DAGPJG_02688;DEFBHI_01530;DFLILH_02109;DHOPGE_02715;DJAJGG_02478;DNAMMH_00619;DNHFDD_02689;DPGNPC_01191;EBMNDJ_01079;EDPIJB_02238;EJLAKB_01112;FABDMP_01117;FAEPFC_01244;FBIILI_01241
67	group_1692	gene_presence_absence	group_1692	DUF998 domain-containing protein	36	50	0.7200	50	50	1.0000	Controls	-3.72	0.0249232	0.00143991	0.431393	0.00144-0.4314	1.01e-05		13.3220	Panaroo/Bakta+GenBank		group_1692	group_1692 | HMPREF0351_RS01485 | none confidence	DUF998 domain-containing protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=96.38; coverage=13.05	HMPREF0351_RS01485		DUF998 domain-containing protein	299401..300036	nucleotide_similarity	96.38	13.05	none	matched_representative_sequence=group_1692	AAEDFP_02199;AKJFEH_02322;BFAOAP_02794;BIDKHD_01647;BJIIEG_02382;BJKGBB_02288;BNFCCO_01194;BODMBB_02482;BOPMCK_01797;BPDKHC_02236;CDPMCH_02392;CHGPCO_02201;CMDIKE_01960;CMNCGK_02328;COMFNP_00655;DAGLGK_00182;DAGPJG_02687;DEFBHI_01529;DFLILH_02110;DHOPGE_02714;DJAJGG_02479;DNAMMH_00618;DNHFDD_02690;DPGNPC_01190;EBMNDJ_01080;EDPIJB_02239;EJLAKB_01111;FABDMP_01111;FAEPFC_01243;FBIILI_01240
68	sstT	gene_presence_absence	;sstT	hypothetical protein;Serine/threonine transporter SstT;Na(+)/serine-threonine symporter	36	50	0.7200	50	50	1.0000	Controls	-3.72	0.0249232	0.00143991	0.431393	0.00144-0.4314	1.01e-05		13.3220	Panaroo/Bakta+GenBank		sstT	sstT | HMPREF0351_RS01480 | high confidence	serine/threonine transporter SstT	High-confidence GenBank-supported annotation.	identity=100.0; coverage=100.0	HMPREF0351_RS01480	sstT	serine/threonine transporter SstT	298034..299254	qualifier_exact	100.0	100.0	high		AAEDFP_02200;AKJFEH_02323;BFAOAP_02795;BIDKHD_01646;BJIIEG_02381;BJKGBB_02287;BNFCCO_01193;BODMBB_02483;BOPMCK_01798;BPDKHC_02235;CDPMCH_02391;CHGPCO_02200;CMDIKE_01959;CMNCGK_02327;COMFNP_00654;DAGLGK_00183;DAGPJG_02686;DEFBHI_01528;DFLILH_02111;DHOPGE_02713;DJAJGG_02480;DNAMMH_00617;DNHFDD_02691;DPGNPC_01189;EBMNDJ_01081;EDPIJB_02240;EJLAKB_01110;FABDMP_01110;FABDMP_02499;FAEPFC_01242
69	group_1374	gene_presence_absence	group_1374	NADP-dependent oxidoreductase domain-containing protein;hypothetical protein;Putative ion-channel protein	36	50	0.7200	50	50	1.0000	Controls	-3.72	0.0249232	0.00143991	0.431393	0.00144-0.4314	1.01e-05		13.3220	Panaroo/Bakta+GenBank		group_1374	group_1374 | HMPREF0351_RS08610 | none confidence	PTS system mannose/fructose/sorbose familytransporter subunit IID	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=33.22; coverage=1.62	HMPREF0351_RS08610		PTS system mannose/fructose/sorbose familytransporter subunit IID	complement(1760028..1760819)	nucleotide_similarity	33.22	1.62	none	matched_representative_sequence=group_1374	AAEDFP_00850;AKJFEH_02317;AKJFEH_02318;BFAOAP_02942;BIDKHD_01653;BJIIEG_00673;BJKGBB_02292;BJKGBB_02293;BNFCCO_01200;BODMBB_02477;BODMBB_02478;BOPMCK_01791;BOPMCK_01792;BPDKHC_02240;BPDKHC_02241;CDPMCH_02396;CDPMCH_02397;CHGPCO_01757;CMDIKE_01966;CMNCGK_02332;CMNCGK_02333;COMFNP_00661;DAGLGK_00176;DAGPJG_02778;DEFBHI_02312;DFLILH_02105;DFLILH_02106;DHOPGE_02901;DJAJGG_02474;DJAJGG_02475
70	group_1327	gene_presence_absence	group_1327	hypothetical protein;Permease IIC component	36	50	0.7200	50	50	1.0000	Controls	-3.72	0.0249232	0.00143991	0.431393	0.00144-0.4314	1.01e-05		13.3220	Panaroo/Bakta+GenBank		group_1327	group_1327 | HMPREF0351_RS01535 | none confidence	PTS sugar transporter subunit IIC	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=91.83; coverage=17.37	HMPREF0351_RS01535		PTS sugar transporter subunit IIC	310765..312081	nucleotide_similarity	91.83	17.37	none	matched_representative_sequence=group_1327	AAEDFP_00852;AKJFEH_02315;BFAOAP_02897;BIDKHD_01655;BJIIEG_00675;BJKGBB_02295;BNFCCO_01202;BODMBB_02475;BOPMCK_01789;BPDKHC_02243;CDPMCH_02399;CHGPCO_01755;CMDIKE_01968;CMNCGK_02335;COMFNP_00663;DAGLGK_00174;DAGPJG_00162;DEFBHI_02314;DFLILH_02103;DHOPGE_00294;DJAJGG_02472;DNAMMH_00626;DNHFDD_00349;DPGNPC_01198;EBMNDJ_01072;EDPIJB_02232;EJLAKB_01119;FABDMP_01121;FAEPFC_01251;FBIILI_01248
71	group_669	gene_presence_absence	group_669	DUF4767 domain-containing protein;hypothetical protein	36	50	0.7200	50	50	1.0000	Controls	-3.72	0.0249232	0.00143991	0.431393	0.00144-0.4314	1.01e-05		13.3220	Panaroo/Bakta+GenBank		HMPREF0351_RS01460 (group_669)	group_669 | HMPREF0351_RS01460 | high confidence	DUF4767 domain-containing protein	High-confidence locus-level GenBank rescue.	identity=100.00; coverage=94.47	HMPREF0351_RS01460		DUF4767 domain-containing protein	292498..293214	nucleotide_exact_or_contained	100.00	94.47	high	matched_representative_sequence=group_669	AAEDFP_02203;AKJFEH_02324;BFAOAP_03100;BIDKHD_01643;BJIIEG_02380;BJKGBB_02286;BNFCCO_01190;BODMBB_02484;BOPMCK_01799;BPDKHC_02234;CDPMCH_02390;CHGPCO_02197;CMDIKE_01956;CMNCGK_02326;COMFNP_00651;DAGLGK_00186;DAGPJG_02938;DEFBHI_01525;DFLILH_02112;DHOPGE_03080;DJAJGG_02481;DNAMMH_00614;DNHFDD_03040;DPGNPC_01186;EBMNDJ_01084;EDPIJB_02241;EJLAKB_01107;FABDMP_02498;FAEPFC_01239;FBIILI_01235
72	msrA	gene_presence_absence	msrA;	Peptide methionine sulfoxide reductase MsrA;hypothetical protein	36	50	0.7200	50	50	1.0000	Controls	-3.72	0.0249232	0.00143991	0.431393	0.00144-0.4314	1.01e-05		13.3220	Panaroo/Bakta+GenBank		msrA	msrA | HMPREF0351_RS12740 | high confidence	peptide-methionine (S)-S-oxide reductase MsrA	High-confidence GenBank-supported annotation.	identity=100.0; coverage=100.0	HMPREF0351_RS12740	msrA	peptide-methionine (S)-S-oxide reductase MsrA	complement(2629091..2629618)	qualifier_exact	100.0	100.0	high		AAEDFP_00849;AKJFEH_02320;BFAOAP_02943;BIDKHD_01652;BJIIEG_00672;BJKGBB_02290;BNFCCO_01199;BODMBB_02480;BOPMCK_01794;BPDKHC_02238;CDPMCH_02394;CHGPCO_01758;CMDIKE_01965;CMNCGK_02330;COMFNP_00660;DAGLGK_00177;DAGPJG_02779;DEFBHI_02311;DFLILH_02108;DHOPGE_02902;DJAJGG_02477;DNAMMH_00623;DNHFDD_02867;DPGNPC_01195;EBMNDJ_01075;EDPIJB_02237;EJLAKB_01116;FABDMP_01118;FAEPFC_01248;FBIILI_01245
73	group_255	gene_presence_absence	group_255	HTH gntR-type domain-containing protein	36	50	0.7200	50	50	1.0000	Controls	-3.72	0.0249232	0.00143991	0.431393	0.00144-0.4314	1.01e-05		13.3220	Panaroo/Bakta+GenBank		HMPREF0351_RS03150 (group_255)	group_255 | HMPREF0351_RS03150 | high confidence	DUF979 domain-containing protein	High-confidence locus-level GenBank rescue.	identity=100.00; coverage=100.00	HMPREF0351_RS03150		DUF979 domain-containing protein	669691..670635	nucleotide_exact_or_contained	100.00	100.00	high	matched_representative_sequence=group_2555	AAEDFP_00851;AKJFEH_02316;BFAOAP_02898;BIDKHD_01654;BJIIEG_00674;BJKGBB_02294;BNFCCO_01201;BODMBB_02476;BOPMCK_01790;BPDKHC_02242;CDPMCH_02398;CHGPCO_01756;CMDIKE_01967;CMNCGK_02334;COMFNP_00662;DAGLGK_00175;DAGPJG_00161;DEFBHI_02313;DFLILH_02104;DHOPGE_00295;DJAJGG_02473;DNAMMH_00625;DNHFDD_00348;DPGNPC_01197;EBMNDJ_01073;EDPIJB_02233;EJLAKB_01118;FABDMP_01120;FAEPFC_01250;FBIILI_01247
74	arsD	gene_presence_absence	;arsD	hypothetical protein;Arsenical resistance operon transcriptional repressor ArsD	6	50	0.1200	26	50	0.5200	Controls	-3.49	0.135043	0.0502041	0.363252	0.0502-0.3633	5.94e-08		13.1147	Panaroo/Bakta+GenBank		;arsD	arsD | HMPREF0351_RS00095 | none confidence	hypothetical protein	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=43.58; coverage=2.65	HMPREF0351_RS00095		hypothetical protein	complement(23568..23765)	nucleotide_similarity	43.58	2.65	none	matched_representative_sequence=arsD	AAEDFP_02759;BFAOAP_02996;BIDKHD_02914;BNFCCO_02951;COMFNP_02877;DAGPJG_02804;DHOPGE_02937;DNAMMH_02887;DNHFDD_02908;EJLAKB_02923;FABDMP_01954;FBIILI_02778;FMBLNF_01920;GEMMFG_01798;GJOFNM_02833;HKAALB_02735;IGDGNK_02933;JABKKB_02875;JAOBDG_02726;JFOMPD_02912;KAOGPO_02942;LKPDJB_01715;MBMNML_02938;MFDKLE_02820;NBBOMM_01554;NBICIC_02740;NHJIOO_02757;NPDFDF_02944;NPNGCM_02851;OFKADD_02856
75	group_4023	gene_presence_absence	group_4023	hypothetical protein;DUF5626 domain-containing protein	6	50	0.1200	26	50	0.5200	Controls	-3.49	0.135043	0.0502041	0.363252	0.0502-0.3633	5.94e-08		13.1147	Panaroo/Bakta+GenBank		group_4023	group_4023 | HMPREF0351_RS02115 | none confidence	PTS transporter subunit EIIC	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=13.38; coverage=2.78	HMPREF0351_RS02115		PTS transporter subunit EIIC	complement(440661..442034)	nucleotide_similarity	13.38	2.78	none	matched_representative_sequence=group_4023	AAEDFP_02758;BFAOAP_02997;BIDKHD_02913;BNFCCO_02950;COMFNP_02876;DAGPJG_02805;DHOPGE_02938;DNAMMH_02886;DNHFDD_02907;EJLAKB_02922;FABDMP_01953;FBIILI_02779;FMBLNF_01921;GEMMFG_01797;GJOFNM_02832;HKAALB_02736;IGDGNK_02934;JABKKB_02874;JAOBDG_02725;JFOMPD_02911;KAOGPO_02943;LKPDJB_01714;MBMNML_02939;MFDKLE_02821;NBBOMM_01553;NBICIC_02739;NHJIOO_02758;NPDFDF_02943;NPNGCM_02850;OFKADD_02855
76	group_3339	gene_presence_absence	group_3339	ORC1/DEAH AAA+ ATPase domain-containing protein	6	50	0.1200	26	50	0.5200	Controls	-3.49	0.135043	0.0502041	0.363252	0.0502-0.3633	5.94e-08		13.1147	Panaroo/Bakta+GenBank		group_3339	group_3339 | HMPREF0351_RS15400 | none confidence	hypothetical protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=28.21; coverage=2.58	HMPREF0351_RS15400		hypothetical protein	376524..376976	nucleotide_similarity	28.21	2.58	none	matched_representative_sequence=group_3339	AAEDFP_02757;BFAOAP_02998;BIDKHD_02912;BNFCCO_02949;COMFNP_02875;DAGPJG_02806;DHOPGE_02939;DNAMMH_02885;DNHFDD_02906;EJLAKB_02921;FABDMP_01952;FBIILI_02780;FMBLNF_01922;GEMMFG_01796;GJOFNM_02831;HKAALB_02737;IGDGNK_02935;JABKKB_02873;JAOBDG_02724;JFOMPD_02910;KAOGPO_02944;LKPDJB_01713;MBMNML_02940;MFDKLE_02822;NBBOMM_01552;NBICIC_02738;NHJIOO_02759;NPDFDF_02942;NPNGCM_02849;OFKADD_02854
77	group_4054	gene_presence_absence	group_4054	hypothetical protein;Transporter	0	50	0.0000	12	50	0.2400	Controls	-4.06	0.030495	0.00175046	0.53126	0.00175-0.5313	8.48e-06		13.1069	Panaroo/Bakta+GenBank		group_4054	group_4054 | HMPREF0351_RS04055 | none confidence	HNH endonuclease	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=20.41; coverage=0.98	HMPREF0351_RS04055		HNH endonuclease	836051..836395	nucleotide_similarity	20.41	0.98	none	matched_representative_sequence=group_4054	AKJFEH_02601;BJIIEG_01968;CDPMCH_02073;CMNCGK_02011;EDPIJB_02003;FBIILI_02000;FOJCEI_02179;GBBODN_01838;HBFAPG_01957;JHCCBL_02515;JJJGHN_02035;MECBCD_01927
78	group_3407	gene_presence_absence	group_3407	Glycosyltransferase putative	0	50	0.0000	12	50	0.2400	Controls	-4.06	0.030495	0.00175046	0.53126	0.00175-0.5313	8.48e-06		13.1069	Panaroo/Bakta+GenBank		group_3407	group_3407 | HMPREF0351_RS07295 | none confidence	alpha/beta hydrolase	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=33.84; coverage=1.31	HMPREF0351_RS07295		alpha/beta hydrolase	complement(1489360..1490361)	nucleotide_similarity	33.84	1.31	none	matched_representative_sequence=group_3407	58_refound_831_pseudo;AKJFEH_02600;BJIIEG_01967;CDPMCH_02074;CMNCGK_02010;EDPIJB_02002;FBIILI_01999;FOJCEI_02178;GBBODN_01839;HBFAPG_01956;JJJGHN_02036;MECBCD_01928
79	group_3095	gene_presence_absence	recX	Stage 0 sporulation A-like protein	22	50	0.4400	2	50	0.0400	Cases	2.92	15.3158	3.82955	61.2536	3.83-61.25	7.58e-07		13.0573	Panaroo/Bakta+GenBank		recX	group_3095 | HMPREF0351_RS04525 | none confidence	recombination regulator RecX	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=29.31; coverage=2.69	HMPREF0351_RS04525	recX	recombination regulator RecX	926299..927096	nucleotide_similarity	29.31	2.69	none	matched_representative_sequence=group_3095	BBAPLL_02224;BCEGCL_01806;CMDIKE_02307;DJAJGG_02146;DPGNPC_01955;EAHGHC_02201;EBMNDJ_02523;EMDJIL_02497;FAEPFC_02048;FIOBDN_02076;FNLDHP_01983;FOJCEI_02359;HLAPEO_01809;HMGPKC_01331;KFIHCG_02158;KFKELN_02237;LJIIAA_02417;LNBAGD_02091;LPODHN_02003;NJLMCP_02521;NPNGCM_01830;ODHHNB_02027;OOIKMG_02159;OPKPKN_02580
80	group_2101	gene_presence_absence	group_2101	histidine kinase	22	50	0.4400	2	50	0.0400	Cases	2.92	15.3158	3.82955	61.2536	3.83-61.25	7.58e-07		13.0573	Panaroo/Bakta+GenBank		group_2101	group_2101 | HMPREF0351_RS00065 | none confidence	adenylosuccinate synthase	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=34.94; coverage=1.15	HMPREF0351_RS00065		adenylosuccinate synthase	15103..16395	nucleotide_similarity	34.94	1.15	none	matched_representative_sequence=group_2101	48_refound_664;BBAPLL_02223;BCEGCL_01807;CMDIKE_02306;DJAJGG_02145;DPGNPC_01954;EAHGHC_02202;EBMNDJ_02524;EMDJIL_02498;FAEPFC_02049;FIOBDN_02077;FNLDHP_01984;FOJCEI_02358;HLAPEO_01810;HMGPKC_01330;KFIHCG_02157;KFKELN_02238;LJIIAA_02416;LPODHN_02004;NJLMCP_02522;NPNGCM_01831;ODHHNB_02028;OOIKMG_02158;OPKPKN_02581
81	group_3889	gene_presence_absence	group_3889	hypothetical protein;YokE-like PH domain-containing protein	6	50	0.1200	28	50	0.5600	Controls	-2.74	0.115316	0.0427889	0.310778	0.04279-0.3108	1.39e-07		12.9733	Panaroo/Bakta+GenBank		group_3889	group_3889 | HMPREF0351_RS07075 | none confidence	IS30 family transposase	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=32.27; coverage=3.31	HMPREF0351_RS07075		IS30 family transposase	1456563..1457522	nucleotide_similarity	32.27	3.31	none	matched_representative_sequence=group_3889	16_refound_239_pseudo;AKJFEH_00290;BFAOAP_02203;BIDKHD_00549;BNFCCO_00964;BPDKHC_00347;CDPMCH_00636;CMNCGK_00495;DAGPJG_02915;DHOPGE_00595;DNAMMH_00792;EDPIJB_00544;EJLAKB_01771;FBIILI_00292;FOJCEI_00633;GJOFNM_02973;HBFAPG_00398;HKAALB_01062;IAFNHG_01903;IGDGNK_01448;IIIHAF_01363;IPIGJP_01930;JABKKB_00648;JAOBDG_00767;JFOMPD_01261;JJJGHN_00447;KAOGPO_00170;MBMNML_00801;MECBCD_02004;NBICIC_01116
82	group_3313	gene_presence_absence	group_3313	Peptidase	6	50	0.1200	28	50	0.5600	Controls	-2.74	0.115316	0.0427889	0.310778	0.04279-0.3108	1.39e-07		12.9733	Panaroo/Bakta+GenBank		group_3313	group_3313 | HMPREF0351_RS02240 | none confidence	PLP-dependent cysteine synthase family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=24.95; coverage=2.73	HMPREF0351_RS02240		PLP-dependent cysteine synthase family protein	complement(470653..471570)	nucleotide_similarity	24.95	2.73	none	matched_representative_sequence=group_3313	AKJFEH_00291;BFAOAP_02204;BIDKHD_00550;BNFCCO_00965;BPDKHC_00348;CDPMCH_00635;CMNCGK_00494;DAGPJG_02916;DHOPGE_00594;DNAMMH_00791;DNHFDD_01848;EDPIJB_00543;EJLAKB_01770;FBIILI_00293;FOJCEI_00634;GJOFNM_02974;HBFAPG_00397;HKAALB_01063;IAFNHG_01902;IGDGNK_01447;IIIHAF_01364;IPIGJP_01931;JABKKB_00649;JAOBDG_00766;JFOMPD_01262;JJJGHN_00448;KAOGPO_00169;MBMNML_00802;MECBCD_00721;NBICIC_01117
83	group_1747	gene_presence_absence	group_1747	HAD hydrolase family IA;hypothetical protein	8	50	0.1600	30	50	0.6000	Controls	-2.77	0.134426	0.0533023	0.339018	0.0533-0.339	1.23e-07		12.8052	Panaroo/Bakta+GenBank		group_1747	group_1747 | HMPREF0351_RS08590 | none confidence	VOC family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=40.85; coverage=2.01	HMPREF0351_RS08590		VOC family protein	complement(1757298..1757672)	nucleotide_similarity	40.85	2.01	none	matched_representative_sequence=group_1747	AKJFEH_00282;BFAOAP_02195;BIDKHD_00541;BNFCCO_00956;BPDKHC_00339;CDPMCH_00644;CMNCGK_00503;DAGPJG_02239;DEFBHI_01355;DHOPGE_02379;DNAMMH_00800;DNHFDD_02317;EDPIJB_00552;EJLAKB_01779;FBIILI_00284;FOJCEI_00625;GJOFNM_02340;HBFAPG_00406;HKAALB_02258;HMJOEN_01967;IAFNHG_01911;IGDGNK_01456;IIIHAF_02354;IPIGJP_01922;JABKKB_00640;JAOBDG_02744;JFOMPD_02515;JJJGHN_00439;KAOGPO_00179;LJIIAA_00461
84	group_1328	gene_presence_absence	group_1328	Lichenan-specific phosphotransferase enzyme iib component (Pts system lichenan-specific eiib component) (Eiib-lic)	37	50	0.7400	50	50	1.0000	Controls	-3.6	0.0275028	0.00158426	0.477448	0.001584-0.4774	2.51e-05		12.7846	Panaroo/Bakta+GenBank		group_1328	group_1328 | HMPREF0351_RS01545 | none confidence	PTS sugar transporter subunit IIB	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=95.64; coverage=23.36	HMPREF0351_RS01545		PTS sugar transporter subunit IIB	313977..314297	nucleotide_similarity	95.64	23.36	none	matched_representative_sequence=group_1328	AAEDFP_00854;AKJFEH_02618;BFAOAP_02895;BIDKHD_01842;BJIIEG_00677;BJKGBB_02470;BNFCCO_01204;BODMBB_02625;BOPMCK_02526;BPDKHC_02439;CDPMCH_02660;CHGPCO_01753;CMDIKE_01970;CMNCGK_02554;COMFNP_00665;DAGLGK_00172;DAGPJG_00164;DEFBHI_02316;DFLILH_02101;DHOPGE_00292;DJAJGG_02593;DNAMMH_00628;DNHFDD_00351;DPGNPC_01200;EBMNDJ_01070;EDPIJB_02539;EJLAKB_01121;FABDMP_01123;FAEPFC_01253;FBIILI_01250
