rank	feature_id	feature_type	gene_name	product	case_present	case_total	case_frequency	control_present	control_total	control_frequency	enriched_in	beta	odds_ratio	odds_ratio_ci95_lower	odds_ratio_ci95_upper	odds_ratio_ci95	pyseer_pvalue	q_value	priority_score	annotation_source	notes	display_name	display_label	display_product	interpretation_note	annotation_evidence	reference_locus_tag	reference_gene	reference_product	reference_location	reference_match_type	reference_identity	reference_coverage	annotation_confidence	annotation_note	cluster_member_ids
52	group_1468	gene_presence_absence	mnmE	Transport permease protein	21	50	0.4200	49	50	0.9800	Controls	-11.5	0.0220853	0.0039672	0.122948	0.003967-0.1229	3.83e-05		12.9176	Panaroo/Bakta+GenBank		mnmE	group_1468 | A6739_RS00020 | none confidence	tRNA uridine-5-carboxymethylaminomethyl(34)synthesis GTPase MnmE	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=30.07; coverage=0.89	A6739_RS00020	mnmE	tRNA uridine-5-carboxymethylaminomethyl(34)synthesis GTPase MnmE	complement(2023..3378)	nucleotide_similarity	30.07	0.89	none	matched_representative_sequence=group_1468	ACIDLP_01716;AEAJCM_01261;AEPHHL_00169;AGNLLF_01033;AHMIAP_00029;AIGIAA_02213;AMBHCN_02169;AOBNGK_00496;APKFKK_01254;BCAJEO_01413;BDOIEG_00135;CHLMLA_01431;CMDNKJ_00402;CNACEH_00390;COHMLF_00222;DHMCKF_00351;DLCDOA_02451;DPCGGD_01786;EAFGGO_00176;EDMCBA_01486;EKJIGM_02905;ENEAAA_01264;EOONHM_02593;FEECBJ_01020;FKBKHM_01436;FNOCKN_01347;GGMMDJ_02262;GJMGGM_01380;GLGIIC_02080;GLMFPI_03885
53	group_27	gene_presence_absence	group_27	Transport permease protein;hypothetical protein	21	50	0.4200	49	50	0.9800	Controls	-11.5	0.0220853	0.0039672	0.122948	0.003967-0.1229	3.83e-05		12.9176	Panaroo/Bakta+GenBank		group_27	group_27 | A6739_RS00085 | none confidence	putative solute-binding protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=39.74; coverage=0.94	A6739_RS00085		putative solute-binding protein	17825..18832	nucleotide_similarity	39.74	0.94	none	matched_representative_sequence=group_2739	ACIDLP_01715;AEAJCM_01262;AEAJCM_01263;AEPHHL_00168;AGNLLF_01034;AHMIAP_00030;AIGIAA_02212;AMBHCN_02168;AOBNGK_00495;APKFKK_01252;APKFKK_01253;BCAJEO_01411;BCAJEO_01412;BDOIEG_00134;CHLMLA_01430;CMDNKJ_00401;CNACEH_00391;COHMLF_00223;DHMCKF_00350;DLCDOA_02452;DPCGGD_01787;EAFGGO_00175;EDMCBA_01485;EKJIGM_02906;ENEAAA_01265;EOONHM_02592;FEECBJ_01019;FKBKHM_01435;FNOCKN_01346;GGMMDJ_02261
54	group_6886	gene_presence_absence	group_6886	hypothetical protein;Helicase	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		group_6886	group_6886 | A6739_RS00105 | none confidence	anhydro-N-acetylmuramic acid kinase	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=23.52; coverage=0.37	A6739_RS00105		anhydro-N-acetylmuramic acid kinase	complement(21668..22795)	nucleotide_similarity	23.52	0.37	none	matched_representative_sequence=group_6886	ANGLGM_00318;ANNMME_03513;BIMHKD_03702;BKKCFL_02809;BKKCFL_03239;CLAKBE_03076;CLAKBE_03267;DEPLCM_03739;EKEFBI_02799;EMLMMI_02968;FAMOPM_02959;FAMOPM_03037;FDMKAG_03613;GAEFLF_02992;GAEFLF_03221;GEIJOK_03616;IILCLB_03103;JEJHBL_03616;JFJBEF_03481;JGKJBK_01322;JOLCOG_03147;KDMBIP_00025;LPJHGC_03094;MDFJDP_01561;MOFKMO_03497;NLLOAD_03739;NMFHKC_01661;NMOMMB_03065;NMOMMB_03328;OBKBPL_00999
55	group_6822	gene_presence_absence	group_6822	Metal-dependent hydrolase	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		group_6822	group_6822 | A6739_RS00070 | none confidence	VTT domain-containing protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=30.81; coverage=1.38	A6739_RS00070		VTT domain-containing protein	complement(13570..14127)	nucleotide_similarity	30.81	1.38	none	matched_representative_sequence=group_6822	ANGLGM_03309;ANNMME_00336;BIMHKD_01032;BKKCFL_03357;CLAKBE_03552;DEPLCM_01351;EKEFBI_02860;EMLMMI_02908;FAMOPM_03234;FDMKAG_01601;GAEFLF_03467;GEIJOK_01139;IILCLB_02359;JEJHBL_01601;JFJBEF_03353;JGKJBK_00690;JOLCOG_03004;KDMBIP_00085;LPJHGC_01724;MDFJDP_00783;MOFKMO_03371;NLLOAD_01351;NMFHKC_01602;NMOMMB_03540;OBKBPL_00940;OCKDLB_01176;OMJNPG_03599;OOAOIA_01762;PDKMKB_01975;PPMPJI_02954
56	group_5900	gene_presence_absence	cdiI	CdiI immunity protein domain-containing protein	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		cdiI	group_5900 | A6739_RS00095 | none confidence	iron-sulfur cluster insertion protein ErpA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=42.69; coverage=2.93	A6739_RS00095	erpA	iron-sulfur cluster insertion protein ErpA	20304..20639	nucleotide_similarity	42.69	2.93	none	matched_representative_sequence=group_5900	ANGLGM_00725;ANNMME_04081;BIMHKD_04123;BKKCFL_03793;CLAKBE_03933;DEPLCM_04115;EKEFBI_02099;EMLMMI_02103;FAMOPM_03640;FDMKAG_03127;GAEFLF_03840;GEIJOK_02162;IILCLB_00052;JEJHBL_02361;JFJBEF_02889;JGKJBK_02541;JOLCOG_02489;KDMBIP_01863;LPJHGC_00928;MDFJDP_02476;MOFKMO_02615;NLLOAD_04116;NMFHKC_02398;NMOMMB_03937;OBKBPL_01889;OCKDLB_02428;OMJNPG_03649;OOAOIA_02103;PDKMKB_01696;PPMPJI_02428
57	group_5839	gene_presence_absence	group_5839	DUF4234 domain-containing protein	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		group_5839	group_5839 | A6739_RS00015 | none confidence	metal/formaldehyde-sensitive transcriptionalrepressor	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=45.54; coverage=2.81	A6739_RS00015		metal/formaldehyde-sensitive transcriptionalrepressor	1713..1976	nucleotide_similarity	45.54	2.81	none	matched_representative_sequence=group_5839	ANGLGM_01649;ANNMME_01832;BIMHKD_00040;BKKCFL_03135;CLAKBE_02992;DEPLCM_00732;EKEFBI_00064;EMLMMI_00064;FAMOPM_01939;FDMKAG_02584;GAEFLF_02850;GEIJOK_02693;IILCLB_03005;JEJHBL_02691;JFJBEF_01321;JGKJBK_00003;JOLCOG_02344;KDMBIP_02683;LPJHGC_02844;MDFJDP_00385;MOFKMO_01572;NLLOAD_00732;NMFHKC_03054;NMOMMB_02971;OBKBPL_02888;OCKDLB_02760;OMJNPG_02639;OOAOIA_02868;PDKMKB_02754;PPMPJI_00064
58	group_5779	gene_presence_absence	group_5779	VTT domain-containing protein	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		group_5779	group_5779 | A6739_RS00070 | none confidence	VTT domain-containing protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=34.15; coverage=3.03	A6739_RS00070		VTT domain-containing protein	complement(13570..14127)	nucleotide_similarity	34.15	3.03	none	matched_representative_sequence=group_5779	ANGLGM_00726;ANNMME_04082;BIMHKD_04122;BKKCFL_03794;CLAKBE_03934;DEPLCM_04114;EKEFBI_02100;EMLMMI_02104;FAMOPM_03641;FDMKAG_03128;GAEFLF_03841;GEIJOK_02163;IILCLB_00053;JEJHBL_02360;JFJBEF_02890;JGKJBK_02540;JOLCOG_02490;KDMBIP_01862;LPJHGC_00929;MDFJDP_02475;MOFKMO_02616;NLLOAD_04115;NMFHKC_02397;NMOMMB_03938;OBKBPL_01890;OCKDLB_02427;OMJNPG_03650;OOAOIA_02102;PDKMKB_01695;PPMPJI_02427
59	group_5332	gene_presence_absence	cybC	cytochrome b562	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		cybC	group_5332 | A6739_RS00065 | none confidence	cytochrome b562	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=37.40; coverage=2.80	A6739_RS00065	cybC	cytochrome b562	13092..13484	nucleotide_similarity	37.40	2.80	none	matched_representative_sequence=group_5332	ANGLGM_00724;ANNMME_04080;BIMHKD_04124;BKKCFL_03792;CLAKBE_03932;DEPLCM_04116;EKEFBI_02098;EMLMMI_02102;FAMOPM_03639;FDMKAG_03126;GAEFLF_03839;GEIJOK_02161;IILCLB_00051;JEJHBL_02362;JFJBEF_02888;JGKJBK_02542;JOLCOG_02488;KDMBIP_01864;LPJHGC_00927;MDFJDP_02477;MOFKMO_02614;NLLOAD_04117;NMFHKC_02399;NMOMMB_03936;OBKBPL_01888;OCKDLB_02429;OMJNPG_03648;OOAOIA_02104;PDKMKB_01697;PPMPJI_02429
60	group_5247	gene_presence_absence	cybC	SRPBCC family protein	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		cybC	group_5247 | A6739_RS00065 | none confidence	cytochrome b562	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=45.52; coverage=1.95	A6739_RS00065	cybC	cytochrome b562	13092..13484	nucleotide_similarity	45.52	1.95	none	matched_representative_sequence=group_5247	ANGLGM_00522;ANNMME_01456;BIMHKD_01822;BKKCFL_01381;CLAKBE_01868;DEPLCM_01935;EKEFBI_02706;EMLMMI_02502;FAMOPM_01642;FDMKAG_01195;GAEFLF_01795;GEIJOK_01545;IILCLB_01114;JEJHBL_01195;JFJBEF_02194;JGKJBK_03282;JOLCOG_01331;KDMBIP_00492;LPJHGC_01318;MDFJDP_03307;MOFKMO_02144;NLLOAD_01935;NMFHKC_01196;NMOMMB_01920;OBKBPL_03784;OCKDLB_01582;OMJNPG_01155;OOAOIA_02516;PDKMKB_02172;PPMPJI_02756
61	group_5123	gene_presence_absence	rnpA	ribonuclease P protein component	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		rnpA	group_5123 | A6739_RS00035 | none confidence	ribonuclease P protein component	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=38.13; coverage=2.04	A6739_RS00035	rnpA	ribonuclease P protein component	complement(5566..5958)	nucleotide_similarity	38.13	2.04	none	matched_representative_sequence=group_5123	ANGLGM_00315;ANNMME_03516;BIMHKD_03699;BKKCFL_03236;CLAKBE_03270;DEPLCM_03736;EKEFBI_02796;EMLMMI_02971;FAMOPM_03040;FDMKAG_03610;GAEFLF_03224;GEIJOK_03613;IILCLB_03106;JEJHBL_03613;JFJBEF_03484;JGKJBK_01325;JOLCOG_03150;KDMBIP_00022;LPJHGC_03097;MDFJDP_01558;MOFKMO_03494;NLLOAD_03736;NMFHKC_01664;NMOMMB_03325;OBKBPL_01002;OCKDLB_01113;OMJNPG_03521;OOAOIA_01824;PDKMKB_02038;PPMPJI_03017
62	group_5087	gene_presence_absence	group_5087	NTF2 fold immunity protein domain-containing protein	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		group_5087	group_5087 | A6739_RS00005 | none confidence	DsbC family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=39.61; coverage=2.44	A6739_RS00005		DsbC family protein	complement(<1..585)	nucleotide_similarity	39.61	2.44	none	matched_representative_sequence=group_5087	ANGLGM_01647;ANNMME_01834;BIMHKD_00042;BKKCFL_03133;CLAKBE_02994;DEPLCM_00730;EKEFBI_00066;EMLMMI_00066;FAMOPM_01941;FDMKAG_02586;GAEFLF_02848;GEIJOK_02695;IILCLB_03003;JEJHBL_02693;JFJBEF_01323;JGKJBK_00005;JOLCOG_02346;KDMBIP_02685;LPJHGC_02842;MDFJDP_00383;MOFKMO_01570;NLLOAD_00730;NMFHKC_03056;NMOMMB_02973;OBKBPL_02886;OCKDLB_02762;OMJNPG_02637;OOAOIA_02866;PDKMKB_02752;PPMPJI_00066
63	group_5030	gene_presence_absence	yidD	membrane protein insertion efficiency factorYidD	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		yidD	group_5030 | A6739_RS00030 | none confidence	membrane protein insertion efficiency factorYidD	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=36.13; coverage=1.94	A6739_RS00030	yidD	membrane protein insertion efficiency factorYidD	complement(5235..5555)	nucleotide_similarity	36.13	1.94	none	matched_representative_sequence=group_5030	ANGLGM_01650;ANNMME_01831;BIMHKD_00039;BKKCFL_03136;CLAKBE_02991;DEPLCM_00733;EKEFBI_00063;EMLMMI_00063;FAMOPM_01938;FDMKAG_02583;GAEFLF_02851;GEIJOK_02692;IILCLB_03006;JEJHBL_02690;JFJBEF_01320;JGKJBK_00002;JOLCOG_02343;KDMBIP_02682;LPJHGC_02845;MDFJDP_00386;MOFKMO_01573;NLLOAD_00733;NMFHKC_03053;NMOMMB_02970;OBKBPL_02889;OCKDLB_02759;OMJNPG_02640;OOAOIA_02869;PDKMKB_02755;PPMPJI_00063
64	group_4931	gene_presence_absence	erpA	Immunity protein 26	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		erpA	group_4931 | A6739_RS00095 | none confidence	iron-sulfur cluster insertion protein ErpA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=35.16; coverage=1.66	A6739_RS00095	erpA	iron-sulfur cluster insertion protein ErpA	20304..20639	nucleotide_similarity	35.16	1.66	none	matched_representative_sequence=group_4931	ANGLGM_00511;ANNMME_01467;BIMHKD_01811;BKKCFL_01370;CLAKBE_01879;DEPLCM_01924;EKEFBI_02695;EMLMMI_02513;FAMOPM_01653;FDMKAG_01206;GAEFLF_01784;GEIJOK_01534;IILCLB_01125;JEJHBL_01206;JFJBEF_02205;JGKJBK_02188;JOLCOG_01320;KDMBIP_00481;LPJHGC_01329;MDFJDP_01992;MOFKMO_02133;NLLOAD_01924;NMFHKC_01207;NMOMMB_01931;OBKBPL_00545;OCKDLB_01571;OMJNPG_01144;OOAOIA_02505;PDKMKB_02183;PPMPJI_02745
65	group_4864	gene_presence_absence	erpA	Immunity protein 30 domain-containing protein	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		erpA	group_4864 | A6739_RS00095 | none confidence	iron-sulfur cluster insertion protein ErpA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=34.53; coverage=2.01	A6739_RS00095	erpA	iron-sulfur cluster insertion protein ErpA	20304..20639	nucleotide_similarity	34.53	2.01	none	matched_representative_sequence=group_4864	ANGLGM_00510;ANNMME_01468;BIMHKD_01810;BKKCFL_01369;CLAKBE_01880;DEPLCM_01923;EKEFBI_02694;EMLMMI_02514;FAMOPM_01654;FDMKAG_01207;GAEFLF_01783;GEIJOK_01533;IILCLB_01126;JEJHBL_01207;JFJBEF_02206;JGKJBK_02187;JOLCOG_01319;KDMBIP_00480;LPJHGC_01330;MDFJDP_01993;MOFKMO_02132;NLLOAD_01923;NMFHKC_01208;NMOMMB_01932;OBKBPL_00546;OCKDLB_01570;OMJNPG_01143;OOAOIA_02504;PDKMKB_02184;PPMPJI_02744
66	group_4574	gene_presence_absence	dnaA	DUF3592 domain-containing protein	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		dnaA	group_4574 | A6739_RS00045 | none confidence	chromosomal replication initiator protein DnaA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=36.91; coverage=1.54	A6739_RS00045	dnaA	chromosomal replication initiator protein DnaA	6793..8190	nucleotide_similarity	36.91	1.54	none	matched_representative_sequence=group_4574	ANGLGM_01648;ANNMME_01833;BIMHKD_00041;BKKCFL_03134;CLAKBE_02993;DEPLCM_00731;EKEFBI_00065;EMLMMI_00065;FAMOPM_01940;FDMKAG_02585;GAEFLF_02849;GEIJOK_02694;IILCLB_03004;JEJHBL_02692;JFJBEF_01322;JGKJBK_00004;JOLCOG_02345;KDMBIP_02684;LPJHGC_02843;MDFJDP_00384;MOFKMO_01571;NLLOAD_00731;NMFHKC_03055;NMOMMB_02972;OBKBPL_02887;OCKDLB_02761;OMJNPG_02638;OOAOIA_02867;PDKMKB_02753;PPMPJI_00065
67	sbcC	gene_presence_absence	sbcC	Exonuclease SbcC	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		sbcC	sbcC | A6739_RS00090 | none confidence	putative solute-binding protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=33.46; coverage=1.48	A6739_RS00090		putative solute-binding protein	19175..20179	nucleotide_similarity	33.46	1.48	none	matched_representative_sequence=sbcC	ANGLGM_03071;ANNMME_02655;BIMHKD_02567;BKKCFL_02274;CLAKBE_02553;DEPLCM_02746;EKEFBI_02023;EMLMMI_01674;FAMOPM_02564;FDMKAG_03051;GAEFLF_02544;GEIJOK_03160;IILCLB_02125;JEJHBL_03039;JFJBEF_03419;JGKJBK_02765;JOLCOG_03071;KDMBIP_02838;LPJHGC_02725;MDFJDP_02764;MOFKMO_03452;NLLOAD_02681;NMFHKC_03003;NMOMMB_02543;OBKBPL_03445;OCKDLB_03108;OMJNPG_03163;OOAOIA_03227;PDKMKB_03057;PPMPJI_01217
68	group_4110	gene_presence_absence	dnaN	Acetoacetate decarboxylase	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		dnaN	group_4110 | A6739_RS00050 | none confidence	DNA polymerase III subunit beta	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=31.43; coverage=1.74	A6739_RS00050	dnaN	DNA polymerase III subunit beta	8288..9436	nucleotide_similarity	31.43	1.74	none	matched_representative_sequence=group_4110	ANGLGM_03308;ANNMME_00337;BIMHKD_01033;BKKCFL_03356;CLAKBE_03553;DEPLCM_01350;EKEFBI_02861;EMLMMI_02907;FAMOPM_03233;FDMKAG_01600;GAEFLF_03466;GEIJOK_01140;IILCLB_02358;JEJHBL_01600;JFJBEF_03352;JGKJBK_00689;JOLCOG_03005;KDMBIP_00086;LPJHGC_01723;MDFJDP_00782;MOFKMO_03372;NLLOAD_01350;NMFHKC_01601;NMOMMB_03539;OBKBPL_00939;OCKDLB_01177;OMJNPG_03600;OOAOIA_01761;PDKMKB_01974;PPMPJI_02953
69	group_3963	gene_presence_absence	fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		fabG	group_3963 | A6739_RS00045 | none confidence	chromosomal replication initiator protein DnaA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=30.73; coverage=1.38	A6739_RS00045	dnaA	chromosomal replication initiator protein DnaA	6793..8190	nucleotide_similarity	30.73	1.38	none	matched_representative_sequence=group_3963	ANGLGM_00523;ANNMME_01455;BIMHKD_01823;BKKCFL_01382;CLAKBE_01867;DEPLCM_01936;EKEFBI_02707;EMLMMI_02501;FAMOPM_01641;FDMKAG_01194;GAEFLF_01796;GEIJOK_01546;IILCLB_01113;JEJHBL_01194;JFJBEF_02193;JGKJBK_03283;JOLCOG_01332;KDMBIP_00493;LPJHGC_01317;MDFJDP_03308;MOFKMO_02145;NLLOAD_01936;NMFHKC_01195;NMOMMB_01919;OBKBPL_03785;OCKDLB_01583;OMJNPG_01156;OOAOIA_02517;PDKMKB_02171;PPMPJI_02757
70	group_3947	gene_presence_absence	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		ydfG	group_3947 | A6739_RS00085 | none confidence	putative solute-binding protein	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=34.11; coverage=1.37	A6739_RS00085		putative solute-binding protein	17825..18832	nucleotide_similarity	34.11	1.37	none	matched_representative_sequence=group_3947	ANGLGM_03307;ANNMME_00338;BIMHKD_01034;BKKCFL_03355;CLAKBE_03554;DEPLCM_01349;EKEFBI_02862;EMLMMI_02906;FAMOPM_03232;FDMKAG_01599;GAEFLF_03465;GEIJOK_01141;IILCLB_02357;JEJHBL_01599;JFJBEF_03351;JGKJBK_00688;JOLCOG_03006;KDMBIP_00087;LPJHGC_01722;MDFJDP_00781;MOFKMO_03373;NLLOAD_01349;NMFHKC_01600;NMOMMB_03538;OBKBPL_00938;OCKDLB_01178;OMJNPG_03601;OOAOIA_01760;PDKMKB_01973;PPMPJI_02952
71	group_3770	gene_presence_absence	group_3770	Endonuclease/exonuclease/phosphatase domain-containing protein	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		group_3770	group_3770 | A6739_RS00005 | none confidence	DsbC family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=37.61; coverage=1.01	A6739_RS00005		DsbC family protein	complement(<1..585)	nucleotide_similarity	37.61	1.01	none	matched_representative_sequence=group_3770	ANGLGM_00314;ANNMME_03517;BIMHKD_03698;BKKCFL_03235;CLAKBE_03271;DEPLCM_03735;EKEFBI_02795;EMLMMI_02972;FAMOPM_03041;FDMKAG_03609;GAEFLF_03225;GEIJOK_03612;IILCLB_03107;JEJHBL_03612;JFJBEF_03485;JGKJBK_01326;JOLCOG_03151;KDMBIP_00021;LPJHGC_03098;MDFJDP_01557;MOFKMO_03493;NLLOAD_03735;NMFHKC_01665;NMOMMB_03324;OBKBPL_01003;OCKDLB_01112;OMJNPG_03522;OOAOIA_01825;PDKMKB_02039;PPMPJI_03018
72	group_3723	gene_presence_absence	rnpA	HTH lysR-type domain-containing protein	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		rnpA	group_3723 | A6739_RS00035 | none confidence	ribonuclease P protein component	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=29.48; coverage=1.11	A6739_RS00035	rnpA	ribonuclease P protein component	complement(5566..5958)	nucleotide_similarity	29.48	1.11	none	matched_representative_sequence=group_3723	ANGLGM_00525;ANNMME_01453;BIMHKD_01825;BKKCFL_01384;CLAKBE_01865;DEPLCM_01938;EKEFBI_02709;EMLMMI_02499;FAMOPM_01639;FDMKAG_01192;GAEFLF_01798;GEIJOK_01548;IILCLB_01111;JEJHBL_01192;JFJBEF_02191;JGKJBK_03285;JOLCOG_01334;KDMBIP_00495;LPJHGC_01315;MDFJDP_03310;MOFKMO_02147;NLLOAD_01938;NMFHKC_01193;NMOMMB_01917;OBKBPL_03787;OCKDLB_01585;OMJNPG_01158;OOAOIA_02519;PDKMKB_02169;PPMPJI_02759
73	group_3518	gene_presence_absence	group_3518	Polyketide cyclase	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		group_3518	group_3518 | A6739_RS00070 | none confidence	VTT domain-containing protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=40.47; coverage=1.02	A6739_RS00070		VTT domain-containing protein	complement(13570..14127)	nucleotide_similarity	40.47	1.02	none	matched_representative_sequence=group_3518	ANGLGM_00526;ANNMME_01452;BIMHKD_01826;BKKCFL_01385;CLAKBE_01864;DEPLCM_01939;EKEFBI_02710;EMLMMI_02498;FAMOPM_01638;FDMKAG_01191;GAEFLF_01799;GEIJOK_01549;IILCLB_01110;JEJHBL_01191;JFJBEF_02190;JGKJBK_03286;JOLCOG_01335;KDMBIP_00496;LPJHGC_01314;MDFJDP_03311;MOFKMO_02148;NLLOAD_01939;NMFHKC_01192;NMOMMB_01916;OBKBPL_03788;OCKDLB_01586;OMJNPG_01159;OOAOIA_02520;PDKMKB_02168;PPMPJI_02760
74	group_3450	gene_presence_absence	dnaN	Pyridoxal 4-dehydrogenase	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		dnaN	group_3450 | A6739_RS00050 | none confidence	DNA polymerase III subunit beta	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=37.96; coverage=1.19	A6739_RS00050	dnaN	DNA polymerase III subunit beta	8288..9436	nucleotide_similarity	37.96	1.19	none	matched_representative_sequence=group_3450	ANGLGM_00524;ANNMME_01454;BIMHKD_01824;BKKCFL_01383;CLAKBE_01866;DEPLCM_01937;EKEFBI_02708;EMLMMI_02500;FAMOPM_01640;FDMKAG_01193;GAEFLF_01797;GEIJOK_01547;IILCLB_01112;JEJHBL_01193;JFJBEF_02192;JGKJBK_03284;JOLCOG_01333;KDMBIP_00494;LPJHGC_01316;MDFJDP_03309;MOFKMO_02146;NLLOAD_01937;NMFHKC_01194;NMOMMB_01918;OBKBPL_03786;OCKDLB_01584;OMJNPG_01157;OOAOIA_02518;PDKMKB_02170;PPMPJI_02758
75	group_3379	gene_presence_absence	dnaA	HTH araC/xylS-type domain-containing protein	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		dnaA	group_3379 | A6739_RS00045 | none confidence	chromosomal replication initiator protein DnaA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=32.15; coverage=1.05	A6739_RS00045	dnaA	chromosomal replication initiator protein DnaA	6793..8190	nucleotide_similarity	32.15	1.05	none	matched_representative_sequence=group_3379	ANGLGM_03306;ANNMME_00339;BIMHKD_01035;BKKCFL_03354;CLAKBE_03555;DEPLCM_01348;EKEFBI_02863;EMLMMI_02905;FAMOPM_03231;FDMKAG_01598;GAEFLF_03464;GEIJOK_01142;IILCLB_02356;JEJHBL_01598;JFJBEF_03350;JGKJBK_00687;JOLCOG_03007;KDMBIP_00088;LPJHGC_01721;MDFJDP_00780;MOFKMO_03374;NLLOAD_01348;NMFHKC_01599;NMOMMB_03537;OBKBPL_00937;OCKDLB_01179;OMJNPG_03602;OOAOIA_01759;PDKMKB_01972;PPMPJI_02951
