rank	feature_id	feature_type	gene_name	product	case_present	case_total	case_frequency	control_present	control_total	control_frequency	enriched_in	beta	odds_ratio	odds_ratio_ci95_lower	odds_ratio_ci95_upper	odds_ratio_ci95	pyseer_pvalue	q_value	priority_score	annotation_source	notes	display_name	display_label	display_product	interpretation_note	annotation_evidence	reference_locus_tag	reference_gene	reference_product	reference_location	reference_match_type	reference_identity	reference_coverage	annotation_confidence	annotation_note	cluster_member_ids
50	group_1190	gene_presence_absence	group_1190	Plasmid stability family protein	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		group_1190	group_1190 | KPN_RS11085 | none confidence	3-hydroxybutyrate dehydrogenase	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=17.28; coverage=3.38	KPN_RS11085		3-hydroxybutyrate dehydrogenase	2252757..2253527	nucleotide_similarity	17.28	3.38	none	matched_representative_sequence=group_1190	AIJMHO_04711;BMDOOG_04789;CCKLPP_04846;DDIAJH_05323;EANECB_05367;EDGMEC_05410;FFLFOK_04604;FLEPEF_04832;HABJKE_04704;HFMEMF_05216;JEGCDC_05398;KAFEBA_05290;KKNIEC_05261;KLPANJ_05461;KPDGKM_05432;LBJLPI_04362;MBNFKH_05119;MJEKEA_05291;OCFBPG_05232;OCGJJJ_05501;OHBKLB_04265;PKAHKO_05135;PMCEMD_05189
51	umuC	gene_presence_absence	umuC;	DNA polymerase V subunit UmuC;DNA polymerase IV	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		umuC;	umuC | KPN_RS00060 | none confidence	acidic protein MsyB	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=32.12; coverage=0.77	KPN_RS00060	msyB	acidic protein MsyB	complement(12045..12794)	nucleotide_similarity	32.12	0.77	none	matched_representative_sequence=umuC	AIJMHO_04728;AIJMHO_04729;BMDOOG_04806;BMDOOG_04807;CCKLPP_04828;CCKLPP_04829;DDIAJH_05340;EANECB_05350;EDGMEC_05393;FFLFOK_04621;FFLFOK_04622;FLEPEF_04814;FLEPEF_04815;HABJKE_04721;HABJKE_04722;HFMEMF_05199;JEGCDC_05381;KAFEBA_05273;KKNIEC_05278;KLPANJ_05444;KPDGKM_05449;LBJLPI_04379;LBJLPI_04380;MBNFKH_05102;MJEKEA_05274;OCFBPG_05215;OCGJJJ_05518;OHBKLB_04247;OHBKLB_04248;PKAHKO_05152
52	group_179	gene_presence_absence	group_179	Asparaginyl-tRNA synthetase	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		group_179	group_179 | KPN_RS03200 | none confidence	L-fucose/L-arabinose isomerase family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=97.32; coverage=12.83	KPN_RS03200		L-fucose/L-arabinose isomerase family protein	complement(668542..669960)	nucleotide_similarity	97.32	12.83	none	matched_representative_sequence=group_1791	AIJMHO_04718;BMDOOG_04796;CCKLPP_04839;DDIAJH_05330;EANECB_05360;EDGMEC_05403;FFLFOK_04611;FLEPEF_04825;HABJKE_04711;HFMEMF_05209;JEGCDC_05391;KAFEBA_05283;KKNIEC_05268;KLPANJ_05454;KPDGKM_05439;LBJLPI_04369;MBNFKH_05112;MJEKEA_05284;OCFBPG_05225;OCGJJJ_05508;OHBKLB_04258;PKAHKO_05142;PMCEMD_05196
53	group_26	gene_presence_absence	group_26	Lipoprotein	0	50	0.0000	23	50	0.4600	Controls	-4.46	0.0115863	0.000677312	0.198197	0.0006773-0.1982	1.32e-09		18.3109	Panaroo/Bakta+GenBank		KPN_RS10465-like (group_26)	group_26 | KPN_RS10465 | medium confidence	glucan biosynthesis protein D	Medium-confidence locus-level GenBank rescue.	identity=94.49; coverage=71.33	KPN_RS10465		glucan biosynthesis protein D	complement(2139574..2141229)	nucleotide_similarity	94.49	71.33	medium	matched_representative_sequence=group_2670	AIJMHO_04707;BMDOOG_04785;CCKLPP_04850;DDIAJH_05319;EANECB_05371;EDGMEC_05414;FFLFOK_04600;FLEPEF_04836;HABJKE_04700;HFMEMF_05220;JEGCDC_05402;KAFEBA_05294;KKNIEC_05257;KLPANJ_05465;KPDGKM_05428;LBJLPI_04358;MBNFKH_05123;MJEKEA_05295;OCFBPG_05236;OCGJJJ_05497;OHBKLB_04269;PKAHKO_05131;PMCEMD_05185
54	pilS	gene_presence_absence	satP	Type 4 secretion system PilS N-terminal domain-containing protein	35	50	0.7000	4	50	0.0800	Cases	3.29	23.6667	7.59315	73.7654	7.593-73.77	2.2e-11		18.2224	Panaroo/Bakta+GenBank		satP	pilS | KPN_RS00055 | none confidence	acetate uptake transporter	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=35.53; coverage=1.40	KPN_RS00055	satP	acetate uptake transporter	complement(11390..11956)	nucleotide_similarity	35.53	1.40	none	matched_representative_sequence=pilS	AEOABF_02510;AHHNMN_04813;AHNHFK_05232;BEDDGA_05335;BLCKKP_05132;CHCLDJ_04956;CPJPGI_05023;DGLKOJ_03405;EKPLKB_03512;EOIIEI_04976;FIIMIJ_04963;FMDNFB_04646;FPBJNE_02825;FPPMFH_03434;GCNAEO_05658;GOALEL_04944;HBAILA_04933;HBKCOO_04868;IBBJOJ_04979;IECKKB_04985;JGNJAB_05011;JJNMLC_04677;JMFOKH_02475;KKELHE_05035;KNNKAF_04884;LEGHFF_02441;LGDJCA_02392;MDEGCH_05363;MGKJKL_05105;MKNMNF_02208
55	group_4750	gene_presence_absence	group_4750	hypothetical protein	35	50	0.7000	4	50	0.0800	Cases	3.29	23.6667	7.59315	73.7654	7.593-73.77	2.2e-11		18.2224	Panaroo/Bakta+GenBank		group_4750	group_4750 | KPN_RS32350 | none confidence	hypothetical protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=17.97; coverage=1.59	KPN_RS32350		hypothetical protein	complement(1328981..1329137)	nucleotide_similarity	17.97	1.59	none	matched_representative_sequence=group_4750	0_refound_0_pseudo;38_refound_635_pseudo;AEOABF_02507;AHHNMN_02099;BLCKKP_02485;CHCLDJ_04628;CPJPGI_04357;DGLKOJ_03727;EKPLKB_03083;EOIIEI_03792;FIIMIJ_05272;FMDNFB_00955;FPBJNE_01719;GCNAEO_05152;GOALEL_05348;HBAILA_02442;HBKCOO_01988;IBBJOJ_02454;IECKKB_01994;JGNJAB_02302;JJNMLC_05502;JMFOKH_02979;KKELHE_05412;KNNKAF_02842;LBJLPI_04968;LEGHFF_01037;LGDJCA_01527;MDEGCH_03311;MGKJKL_02615;MKNMNF_01619
56	tacA2	gene_presence_absence	alkA	Antitoxin TacA2	44	50	0.8800	12	50	0.2400	Cases	3.15	21.0862	7.44279	59.7391	7.443-59.74	1.62e-11		18.1887	Panaroo/Bakta+GenBank		alkA	tacA2 | KPN_RS13555 | none confidence	DNA-3-methyladenine glycosylase 2	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=33.42; coverage=5.10	KPN_RS13555	alkA	DNA-3-methyladenine glycosylase 2	complement(2754736..2755584)	nucleotide_similarity	33.42	5.10	none	matched_representative_sequence=tacA2	AENLJA_04546;AEOABF_00608;AHHNMN_01121;AHNHFK_00292;ANNNIK_01117;BEDDGA_04393;BGGBBI_05301;BLCKKP_02064;CBCBPB_02318;CEPDLH_01633;CHCLDJ_01670;CPJPGI_00269;DFFEKE_03143;DGLKOJ_01612;EKPLKB_01303;EOIIEI_00776;FFLFOK_02961;FIIMIJ_00744;FMDNFB_00664;FPBJNE_00062;FPPMFH_00264;GCNAEO_00665;GOALEL_00292;HABJKE_03108;HBAILA_00269;HBKCOO_00853;IBBJOJ_00268;IECKKB_01142;IKDFAP_04084;JAIKEL_05034
57	group_6402	gene_presence_absence	mog	tRNA-acetylating toxin 2	44	50	0.8800	12	50	0.2400	Cases	3.15	21.0862	7.44279	59.7391	7.443-59.74	1.62e-11		18.1887	Panaroo/Bakta+GenBank		mog	group_6402 | KPN_RS00045 | none confidence	molybdopterin adenylyltransferase	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=43.58; coverage=2.26	KPN_RS00045	mog	molybdopterin adenylyltransferase	9316..9903	nucleotide_similarity	43.58	2.26	none	matched_representative_sequence=group_6402	AENLJA_04545;AEOABF_00607;AHHNMN_01120;AHNHFK_00293;ANNNIK_01118;BEDDGA_04392;BGGBBI_05302;BLCKKP_02065;CBCBPB_02319;CEPDLH_01632;CHCLDJ_01669;CPJPGI_00268;DFFEKE_03142;DGLKOJ_01613;EKPLKB_01302;EOIIEI_00775;FFLFOK_02960;FIIMIJ_00745;FMDNFB_00663;FPBJNE_00063;FPPMFH_00263;GCNAEO_00664;GOALEL_00293;HABJKE_03107;HBAILA_00268;HBKCOO_00854;IBBJOJ_00267;IECKKB_01141;IKDFAP_04085;JAIKEL_05033
58	group_8439	gene_presence_absence	group_8439	hypothetical protein;Lipoprotein	38	50	0.7600	6	50	0.1200	Cases	3.15	21.0862	7.44279	59.7391	7.443-59.74	1.62e-11		18.1887	Panaroo/Bakta+GenBank		group_8439	group_8439 | KPN_RS00050 | none confidence	MFS transporter	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=37.12; coverage=1.33	KPN_RS00050		MFS transporter	10023..11327	nucleotide_similarity	37.12	1.33	none	matched_representative_sequence=group_8439	AEOABF_02495;AHHNMN_02087;AHNHFK_03220;ANNNIK_05488;BEDDGA_02372;BGGBBI_05036;BLCKKP_02497;CBCBPB_05393;CHCLDJ_04616;CPJPGI_04369;DGLKOJ_03715;DMJFLM_00725;EKPLKB_03071;EOIIEI_03781;FIIMIJ_05284;FMDNFB_00967;FPBJNE_01707;FPPMFH_01824;GCNAEO_05140;GOALEL_05250;HBAILA_02454;HBKCOO_02000;IBBJOJ_02466;IECKKB_02006;JGNJAB_02314;JJNMLC_02806;JMFOKH_02967;KKELHE_05400;KNNKAF_02830;LBJLPI_04980
59	group_5954	gene_presence_absence	group_5954	Rsd/AlgQ family anti-sigma factor	38	50	0.7600	6	50	0.1200	Cases	3.15	21.0862	7.44279	59.7391	7.443-59.74	1.62e-11		18.1887	Panaroo/Bakta+GenBank		group_5954	group_5954 | KPN_RS23565 | none confidence	Rsd/AlgQ family anti-sigma factor	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=32.23; coverage=2.69	KPN_RS23565		Rsd/AlgQ family anti-sigma factor	complement(4788464..4788961)	nucleotide_similarity	32.23	2.69	none	matched_representative_sequence=group_5954	33_refound_555_pseudo;AEOABF_04638;AHHNMN_04960;AHNHFK_03434;ANNNIK_02023;BEDDGA_04239;BGGBBI_02071;BLCKKP_01181;CBCBPB_01040;CHCLDJ_05182;CPJPGI_00959;DGLKOJ_00722;EKPLKB_04153;EOIIEI_00751;FIIMIJ_01025;FMDNFB_03542;FPBJNE_02019;FPPMFH_03169;GCNAEO_02953;GOALEL_01627;HBAILA_00860;HBKCOO_00492;IBBJOJ_01284;IECKKB_00746;JGNJAB_00919;JJNMLC_01387;JMFOKH_01585;KKELHE_01340;KNNKAF_05084;LBJLPI_02293
60	group_3166	gene_presence_absence	srlA	Transcriptional regulator	43	50	0.8600	11	50	0.2200	Cases	3.08	19.9217	7.21397	55.0149	7.214-55.01	2.18e-11		17.9778	Panaroo/Bakta+GenBank		srlA	group_3166 | KPN_RS15830 | none confidence	PTS glucitol/sorbitol transporter subunit IIC	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=27.42; coverage=6.76	KPN_RS15830	srlA	PTS glucitol/sorbitol transporter subunit IIC	3243459..3243980	nucleotide_similarity	27.42	6.76	none	matched_representative_sequence=23_refound_439	23_refound_439;ACMLHL_00640;AENLJA_00544;AEOABF_00924;AHHNMN_00527;AHNHFK_01933;ANNNIK_00769;BEDDGA_00664;BGGBBI_00348;BLCKKP_04422;BMDOOG_05170;CBCBPB_02157;CHCLDJ_00551;CPJPGI_01551;DDIAJH_00175;DGLKOJ_00788;DMJFLM_01502;EEHIAL_02096;EKPLKB_01617;EOIIEI_01662;FIIMIJ_00390;FMDNFB_01298;FPBJNE_04651;FPPMFH_01009;GNFDFK_02128;GOALEL_04530;HBAILA_00889;HBKCOO_01413;HPFPEC_00982;IBBJOJ_01592
61	group_7989	gene_presence_absence	cueR	Cu(I)-responsive transcriptional regulator	39	50	0.7800	7	50	0.1400	Cases	3.08	19.9217	7.21397	55.0149	7.214-55.01	2.18e-11		17.9778	Panaroo/Bakta+GenBank		cueR	group_7989 | KPN_RS02475 | none confidence	Cu(I)-responsive transcriptional regulator	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=38.33; coverage=9.52	KPN_RS02475	cueR	Cu(I)-responsive transcriptional regulator	513976..514386	nucleotide_similarity	38.33	9.52	none	matched_representative_sequence=group_7989	AEOABF_02497;AHHNMN_02089;AHNHFK_03222;ANNNIK_05490;BEDDGA_05690;BGGBBI_05038;BLCKKP_02495;CBCBPB_05395;CHCLDJ_04618;CPJPGI_04367;DGLKOJ_03717;DMJFLM_00723;EKPLKB_03073;EOIIEI_03783;FIIMIJ_05282;FMDNFB_00965;FPBJNE_01709;FPPMFH_01822;GCNAEO_05142;GHEABH_04194;GOALEL_05248;HBAILA_02452;HBKCOO_01998;IBBJOJ_02464;IECKKB_02004;JGNJAB_02312;JJNMLC_02804;JMFOKH_02969;KKELHE_05402;KNNKAF_02832
62	group_7831	gene_presence_absence	dnaQ	Excisionase	39	50	0.7800	7	50	0.1400	Cases	3.08	19.9217	7.21397	55.0149	7.214-55.01	2.18e-11		17.9778	Panaroo/Bakta+GenBank		dnaQ	group_7831 | KPN_RS01225 | none confidence	DNA polymerase III subunit epsilon	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=8.28; coverage=7.14	KPN_RS01225	dnaQ	DNA polymerase III subunit epsilon	263239..263970	nucleotide_similarity	8.28	7.14	none	matched_representative_sequence=group_7831	AEOABF_00092;AHHNMN_00092;AHNHFK_03014;ANNNIK_02130;BEDDGA_00245;BGGBBI_03112;BLCKKP_00092;CBCBPB_05497;CHCLDJ_00092;CPJPGI_00853;DGLKOJ_01150;DMJFLM_03282;EKPLKB_05249;EOIIEI_01267;FIIMIJ_00093;FMDNFB_00095;FPBJNE_01297;FPPMFH_00620;GCNAEO_00386;HBAILA_03147;HBKCOO_00092;IBBJOJ_00893;IECKKB_00092;IKDFAP_03183;JGNJAB_03247;JMFOKH_01479;JMKDJN_01846;KKELHE_00813;KNNKAF_00412;LBJLPI_05360
63	group_5340	gene_presence_absence	dnaT	DnaT DNA-binding domain-containing protein	39	50	0.7800	7	50	0.1400	Cases	3.08	19.9217	7.21397	55.0149	7.214-55.01	2.18e-11		17.9778	Panaroo/Bakta+GenBank		dnaT	group_5340 | KPN_RS25960 | high confidence	primosomal protein DnaT	High-confidence GenBank-supported annotation.	identity=100.0; coverage=100.0	KPN_RS25960	dnaT	primosomal protein DnaT	complement(5272196..5272735)	qualifier_exact	100.0	100.0	high		AEOABF_00093;AHHNMN_00093;AHNHFK_03013;ANNNIK_02131;BEDDGA_00244;BGGBBI_03111;BLCKKP_00093;CBCBPB_05496;CHCLDJ_00093;CPJPGI_00852;DGLKOJ_01151;DMJFLM_03281;EKPLKB_05248;EOIIEI_01266;FIIMIJ_00094;FMDNFB_00096;FPBJNE_01296;FPPMFH_00621;GCNAEO_00385;HBAILA_03148;HBKCOO_00093;IBBJOJ_00892;IECKKB_00093;IKDFAP_03182;JGNJAB_03246;JMFOKH_01478;JMKDJN_01845;KKELHE_00812;KNNKAF_00411;LBJLPI_05359
64	group_5272	gene_presence_absence	group_5272	Replication protein	39	50	0.7800	7	50	0.1400	Cases	3.08	19.9217	7.21397	55.0149	7.214-55.01	2.18e-11		17.9778	Panaroo/Bakta+GenBank		group_5272	group_5272 | KPN_RS07845 | none confidence	RidA family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=28.83; coverage=1.91	KPN_RS07845		RidA family protein	1624270..1624704	nucleotide_similarity	28.83	1.91	none	matched_representative_sequence=group_5272	AEOABF_00094;AHHNMN_00094;AHNHFK_03012;ANNNIK_02132;BEDDGA_00243;BGGBBI_03110;BLCKKP_00094;CBCBPB_05495;CHCLDJ_00094;CPJPGI_00851;DGLKOJ_01152;DMJFLM_03280;EKPLKB_05247;EOIIEI_01265;FIIMIJ_00095;FMDNFB_00097;FPBJNE_01295;FPPMFH_00622;GCNAEO_00384;HBAILA_03149;HBKCOO_00094;IBBJOJ_00891;IECKKB_00094;IKDFAP_03181;JGNJAB_03245;JMFOKH_01477;JMKDJN_01844;KKELHE_00811;KNNKAF_00410;LBJLPI_05358
65	group_3204	gene_presence_absence	prmB	LF-82	39	50	0.7800	7	50	0.1400	Cases	3.08	19.9217	7.21397	55.0149	7.214-55.01	2.18e-11		17.9778	Panaroo/Bakta+GenBank		prmB	group_3204 | KPN_RS14595 | none confidence	50S ribosomal protein L3 N(5)-glutaminemethyltransferase	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=21.16; coverage=5.81	KPN_RS14595	prmB	50S ribosomal protein L3 N(5)-glutaminemethyltransferase	complement(2990106..2991038)	nucleotide_similarity	21.16	5.81	none	matched_representative_sequence=group_3204	AEOABF_00106;AHHNMN_00106;AHNHFK_03000;ANNNIK_02144;BEDDGA_00231;BGGBBI_03098;BLCKKP_00106;CBCBPB_05483;CHCLDJ_00106;CPJPGI_00839;DGLKOJ_01164;DMJFLM_03270;EKPLKB_05146;EOIIEI_01253;FIIMIJ_00107;FMDNFB_00109;FPBJNE_01283;FPPMFH_00634;GCNAEO_00372;HBAILA_03161;HBKCOO_00106;IBBJOJ_00879;IECKKB_00106;IKDFAP_03171;JGNJAB_03233;JMFOKH_01465;JMKDJN_01834;KKELHE_00799;KNNKAF_00398;LBJLPI_05346
66	group_2450	gene_presence_absence	group_2450	phage tail protein	39	50	0.7800	7	50	0.1400	Cases	3.08	19.9217	7.21397	55.0149	7.214-55.01	2.18e-11		17.9778	Panaroo/Bakta+GenBank		group_2450	group_2450 | KPN_RS18675 | none confidence	phage tail protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=38.29; coverage=2.12	KPN_RS18675		phage tail protein	complement(3810023..3811180)	nucleotide_similarity	38.29	2.12	none	matched_representative_sequence=group_2450	AEOABF_02472;AHHNMN_02064;AHNHFK_03197;ANNNIK_02477;BEDDGA_02395;BGGBBI_03230;BLCKKP_02520;CBCBPB_05615;CHCLDJ_04593;CPJPGI_04392;DGLKOJ_03692;EKPLKB_03048;EOIIEI_03758;FIIMIJ_02283;FMDNFB_00990;FPBJNE_01684;FPPMFH_01847;GCNAEO_04400;GOALEL_02221;HBAILA_02477;HBKCOO_02023;IBBJOJ_02489;IECKKB_02029;IKDFAP_04813;JGNJAB_02337;JJNMLC_02829;JMFOKH_02944;JMKDJN_00225;KKELHE_02908;KNNKAF_02807
67	dinI	gene_presence_absence	dinI	DinI family protein	39	50	0.7800	7	50	0.1400	Cases	3.08	19.9217	7.21397	55.0149	7.214-55.01	2.18e-11		17.9778	Panaroo/Bakta+GenBank		dinI	dinI | KPN_RS32185 | high confidence	DNA damage-inducible protein I	High-confidence GenBank-supported annotation.	identity=100.0; coverage=100.0	KPN_RS32185	dinI	DNA damage-inducible protein I	complement(1222172..1222423)	qualifier_exact	100.0	100.0	high		AEOABF_02496;AHHNMN_02088;AHNHFK_03221;ANNNIK_05489;BEDDGA_05691;BGGBBI_05037;BLCKKP_02496;CBCBPB_05394;CHCLDJ_04617;CPJPGI_04368;DGLKOJ_03716;DMJFLM_00724;EKPLKB_03072;EOIIEI_03782;FIIMIJ_05283;FMDNFB_00966;FPBJNE_01708;FPPMFH_01823;GCNAEO_05141;GHEABH_04193;GOALEL_05249;HBAILA_02453;HBKCOO_01999;IBBJOJ_02465;IECKKB_02005;JGNJAB_02313;JJNMLC_02805;JMFOKH_02968;KKELHE_05401;KNNKAF_02831
68	group_2202	gene_presence_absence	yaaA	Bacteriophage replication gene A protein (GPA)	39	50	0.7800	7	50	0.1400	Cases	3.08	19.9217	7.21397	55.0149	7.214-55.01	2.18e-11		17.9778	Panaroo/Bakta+GenBank		yaaA	group_2202 | KPN_RS00030 | none confidence	peroxide stress protein YaaA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=29.41; coverage=0.46	KPN_RS00030	yaaA	peroxide stress protein YaaA	complement(5779..6552)	nucleotide_similarity	29.41	0.46	none	matched_representative_sequence=group_2202	AEOABF_02498;AHHNMN_02090;AHNHFK_03223;ANNNIK_05491;BEDDGA_05689;BGGBBI_05197;BLCKKP_02494;CBCBPB_05396;CHCLDJ_04619;CPJPGI_04366;DGLKOJ_03718;DMJFLM_00722;EKPLKB_03074;EOIIEI_03784;FIIMIJ_05281;FMDNFB_00964;FPBJNE_01710;FPPMFH_01821;GCNAEO_05143;GHEABH_04195;GOALEL_05340;HBAILA_02451;HBKCOO_01997;IBBJOJ_02463;IECKKB_02003;JGNJAB_02311;JJNMLC_05511;JMFOKH_02970;KKELHE_05403;KNNKAF_02833
69	group_6834	gene_presence_absence	ridA	RidA family protein	40	50	0.8000	8	50	0.1600	Cases	3.04	19.2857	7.08396	52.5043	7.084-52.5	2.59e-11		17.8562	Panaroo/Bakta+GenBank		ridA	group_6834 | KPN_RS25090 | high confidence	2-iminobutanoate/2-iminopropanoate deaminase	High-confidence GenBank-supported annotation.	identity=100.0; coverage=100.0	KPN_RS25090	ridA	2-iminobutanoate/2-iminopropanoate deaminase	complement(5088741..5089127)	qualifier_exact	100.0	100.0	high		AENLJA_03519;AEOABF_02532;AHHNMN_01448;AHNHFK_05254;ANNNIK_05582;BEDDGA_00503;BGGBBI_05240;BLCKKP_04925;CBCBPB_03803;CEPDLH_00771;CHCLDJ_02115;CPJPGI_04864;DGLKOJ_03427;DMJFLM_00837;EKPLKB_03490;EOIIEI_04954;FIIMIJ_04862;FMDNFB_04624;FPBJNE_02847;FPPMFH_03412;GCNAEO_04606;GOALEL_02500;HBAILA_04821;HBKCOO_05189;IBBJOJ_04808;IECKKB_04914;JGNJAB_04909;JJNMLC_02625;JMFOKH_02453;KKELHE_04964
70	group_4280	gene_presence_absence	lldD	Bacteriophage protein	40	50	0.8000	8	50	0.1600	Cases	3.04	19.2857	7.08396	52.5043	7.084-52.5	2.59e-11		17.8562	Panaroo/Bakta+GenBank		lldD	group_4280 | KPN_RS21315 | none confidence	FMN-dependent L-lactate dehydrogenase LldD	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=8.59; coverage=3.17	KPN_RS21315	lldD	FMN-dependent L-lactate dehydrogenase LldD	4331409..4332593	nucleotide_similarity	8.59	3.17	none	matched_representative_sequence=group_4280	AENLJA_00579;AEOABF_05419;AHHNMN_02820;AHNHFK_05469;ANNNIK_04524;BEDDGA_03764;BGGBBI_04865;BLCKKP_03386;CHCLDJ_03827;CPJPGI_03144;DGLKOJ_04932;EKPLKB_03088;EOIIEI_04288;FIIMIJ_05494;FMDNFB_05377;FPBJNE_03612;FPPMFH_02742;GCNAEO_05364;GOALEL_04722;HBAILA_04441;HBKCOO_03459;HGIJOB_05061;HPFPEC_01013;IBBJOJ_05387;IECKKB_05377;IKDFAP_04700;JGNJAB_03343;JJNMLC_03289;JMFOKH_04731;KKELHE_03235
71	group_7299	gene_presence_absence	npr	Ren exclusion protein	41	50	0.8200	9	50	0.1800	Cases	3.03	19.0831	7.04178	51.7149	7.042-51.71	2.75e-11		17.8149	Panaroo/Bakta+GenBank		npr	group_7299 | KPN_RS19580 | none confidence	PTS phosphocarrier protein NPr	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=29.28; coverage=5.10	KPN_RS19580	npr	PTS phosphocarrier protein NPr	3971250..3971522	nucleotide_similarity	29.28	5.10	none	matched_representative_sequence=group_7299	ACMLHL_00637;AEOABF_00920;AHHNMN_00523;AHNHFK_01929;ANNNIK_00773;BEDDGA_00660;BGGBBI_00344;BLCKKP_04426;BMDOOG_05167;CBCBPB_02161;CHCLDJ_00547;CPJPGI_01555;DGLKOJ_00784;DMJFLM_01506;EKPLKB_01613;EOIIEI_01658;FIIMIJ_00386;FMDNFB_01294;FPBJNE_04647;FPPMFH_01005;GOALEL_04534;HBAILA_00885;HBKCOO_01417;IBBJOJ_01596;IECKKB_01058;IILOJN_03544;JGNJAB_01575;JJNMLC_01050;JKABKE_01287;JMFOKH_02182
72	spnT	gene_presence_absence	;spnT	hypothetical protein;SpnT protein	36	50	0.7200	5	50	0.1000	Cases	3.14	20.8245	7.11573	60.9436	7.116-60.94	4.09e-11		17.7685	Panaroo/Bakta+GenBank		;spnT	spnT | KPN_RS23390 | none confidence	IMPACT family protein	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=18.46; coverage=1.08	KPN_RS23390		IMPACT family protein	4752182..4752796	nucleotide_similarity	18.46	1.08	none	matched_representative_sequence=spnT	AEOABF_02514;AHHNMN_01390;AHNHFK_05236;ANNNIK_05100;BEDDGA_00607;BLCKKP_04943;CHCLDJ_02173;CPJPGI_04846;DGLKOJ_03409;EKPLKB_03508;EOIIEI_04972;FIIMIJ_04844;FMDNFB_04642;FPBJNE_02829;FPPMFH_03430;GCNAEO_04624;GOALEL_02482;HBAILA_04803;HBKCOO_05171;IBBJOJ_04790;IECKKB_04896;JGNJAB_04927;JJNMLC_04673;JMFOKH_02471;KKELHE_04946;KNNKAF_02146;LBJLPI_02853;LEGHFF_02445;LGDJCA_02396;MDEGCH_05050
73	group_8315	gene_presence_absence	group_8315	hypothetical protein	36	50	0.7200	5	50	0.1000	Cases	3.14	20.8245	7.11573	60.9436	7.116-60.94	4.09e-11		17.7685	Panaroo/Bakta		group_8315	group_8315 | no_reference_locus | none confidence	hypothetical protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	no sequence identity/coverage evidence available					none			none	No confident GenBank reference match found. The cluster may be accessory, divergent, absent from the reference, or not represented in Panaroo sequence outputs.	AEOABF_05407;AHHNMN_02832;AHNHFK_05481;ANNNIK_04512;BEDDGA_03752;BGGBBI_04853;BLCKKP_03374;CHCLDJ_03815;CPJPGI_03156;DGLKOJ_04944;EKPLKB_03100;EOIIEI_04300;FIIMIJ_05482;FMDNFB_05365;FPBJNE_03624;FPPMFH_02754;GCNAEO_05376;GOALEL_04734;HBAILA_04453;HBKCOO_03447;IBBJOJ_05375;IECKKB_05389;JGNJAB_03355;JJNMLC_03277;JMFOKH_04743;KKELHE_03247;KNNKAF_03836;LBJLPI_03988;LEGHFF_03886;LGDJCA_04411
